student_id_new,acct_id_new,person_detail_id_new,gender,city,state,zip,ethnicity,school_id_new,lea_id_new,race_id,grade,lep_enrolled,iep_enrolled,cum_gpa,absence_count_unexcused,absence_count_excused,core_gpa,num_f,academic_year_id
1654,10130,8748,F,Lake Lure,NC,28746,0,35,17,2,11.0,N,N,0.0,0,0,,0,12
1655,2925,15101,F,Morganton,NC,28655,0,55,10,5,6.0,N,N,3.35714,0,4,3.06667,0,12
1656,3495,13973,F,Bryson City,NC,28713,0,74,3,5,8.0,N,N,,0,0,,0,12
1657,11578,19396,F,Connelly Springs,NC,28612,0,51,10,5,8.0,N,N,4.0,2,0,4.0,0,12
1658,1723,4878,M,Boone,NC,28607,0,13,23,5,9.0,N,N,,4,6,,0,12
1659,14796,21195,M,Bostic,NC,28018,0,12,17,5,12.0,N,N,0.0,0,0,,0,12
1660,12676,26904,F,Morganton,NC,28655,0,55,10,4,6.0,N,Y,3.2,2,2,2.91667,0,11
1661,14624,4274,M,Hayesville,NC,28904,0,58,7,5,6.0,N,N,2.90323,4,0,2.78,1,12
1662,3250,18774,M,Mooresboro,NC,28114,0,22,9,5,7.0,N,N,4.0,0,0,4.0,0,11
1663,13513,29118,F,Robbinsville,NC,28771,0,43,13,5,8.0,N,N,3.98333,2,0,4.0,0,12
1664,16938,19893,M,Hayesville,NC,28904,1,58,7,9,6.0,N,N,1.61613,3,2,0.60667,11,12
1665,2400,16187,M,Purlear,NC,28665,0,18,1,5,7.0,N,N,2.78333,3,5,2.78333,1,12
1666,3071,2615,F,Leicester,NC,28748,0,17,19,5,6.0,N,N,3.86667,3,2,3.81667,0,12
1667,1466,19190,F,Morganton,NC,28655,0,36,10,5,6.0,N,N,3.95833,0,0,4.0,0,11
1668,15657,10716,F,Forest City,NC,28043,0,53,9,2,6.0,N,N,1.32917,14,10,1.16429,10,12
1669,6633,27901,M,Forest City,NC,28043,0,12,17,2,10.0,N,N,0.0,12,0,,0,12
1670,3736,8732,M,Morganton,NC,28655,0,36,10,1,6.0,N,N,3.16667,0,0,2.85714,0,11
1671,7779,22026,F,Morganton,NC,28655,0,34,21,5,8.0,N,N,3.56667,0,0,3.08333,0,11
1672,4165,9112,M,Morganton,NC,28655,0,16,10,5,6.0,N,N,2.39024,4,1,2.06667,0,12
1673,9255,19418,F,Glade Valley,NC,28627,0,9,5,7,7.0,N,N,2.65313,0,10,2.41364,1,11
1674,6001,5297,M,Piney Creek,NC,28663,2,50,8,5,9.0,N,N,3.9625,7,0,3.96,0,12
1675,6701,13861,F,Robbinsville,NC,28771,0,43,13,5,7.0,N,N,3.85556,1,0,3.86667,0,12
1676,12341,21481,F,Moravian Falls,NC,28654,0,11,1,5,8.0,N,N,3.81667,4,4,3.81667,0,12
1677,16031,29066,F,Mooresboro,NC,28114,0,22,9,5,8.0,N,N,3.675,5,5,3.82222,0,12
1678,2443,21818,M,Spindale,NC,28160,0,7,9,2,7.0,N,N,1.41667,12,10,1.41667,3,11
1679,1610,23645,M,Wilkesboro,NC,28697,1,11,1,9,7.0,N,N,2.89643,4,5,2.475,1,11
1680,6504,22343,F,Robbinsville,NC,28771,0,38,13,5,6.0,N,N,3.5,0,0,3.5,0,11
1681,11893,19434,F,Forest City,NC,28043,0,62,12,5,9.0,N,N,0.0,0,0,,0,12
1682,13533,25090,F,Murphy,NC,28906,1,58,7,9,8.0,N,N,2.16786,3,0,2.2,0,12
1683,10187,16248,M,Bostic,NC,28018,0,42,12,5,8.0,N,N,,0,0,,0,11
1684,12769,6595,M,Ronda,NC,28670,2,4,14,7,9.0,N,N,3.55,13,5,3.55,0,12
1685,3092,11895,F,North Wilkesboro,NC,28659,2,46,14,2,8.0,N,N,3.51071,2,0,3.075,0,11
1686,2864,26235,M,Robbinsville,NC,28771,0,43,13,5,8.0,N,N,3.77778,4,0,3.66667,0,12
1687,12598,28289,M,North Wilkesboro,NC,28659,1,15,1,9,6.0,Y,N,3.78333,0,0,3.78333,0,12
1688,17328,2929,M,Spindale,NC,28160,0,35,17,2,12.0,N,N,0.0,1,0,,0,12
1689,4518,13589,F,BURNSVILLE,NC,28714,0,75,4,5,6.0,N,N,3.83438,4,1,3.75,0,11
1690,2119,7711,M,Sugar Grove,NC,28679,0,27,22,5,6.0,N,N,3.17692,9,6,2.71429,0,12
1691,10228,7259,F,Robbinsville,NC,28771,0,19,11,5,9.0,N,N,3.34375,5,0,3.075,0,12
1692,10493,28433,F,Wilkesboro,NC,28697,0,11,1,4,8.0,N,N,4.0,1,0,4.0,0,12
1693,856,26650,M,Morganton,NC,28655,0,55,10,5,7.0,N,N,4.0,0,0,4.0,0,11
1694,12607,8699,F,Valdese,NC,28690,0,49,10,5,6.0,N,N,3.79167,0,1,3.66667,0,12
1695,16153,15780,F,Ferguson,NC,28624,2,26,14,7,9.0,N,N,3.8,20,2,3.8,0,12
1696,1305,25849,M,Morganton,NC,28655,0,55,10,1,7.0,N,N,3.86957,0,0,3.83333,0,11
1697,15533,16114,M,Connelly Springs,NC,28612,0,51,10,5,8.0,N,N,3.69583,2,2,3.64167,0,12
1698,7578,4180,M,Jefferson,NC,28640,1,30,2,9,6.0,N,N,3.16667,0,7,3.16667,0,11
1699,3138,6756,M,Ronda,NC,28670,0,8,1,5,6.0,N,N,3.6,4,5,3.28333,0,11
1700,7224,23282,F,Morganton,NC,28655,0,71,21,5,9.0,N,N,3.31875,3,2,3.18,0,12
1701,10688,17713,F,West Jefferson,NC,28694,0,41,15,5,9.0,N,N,0.0,0,0,,0,12
1702,12196,24937,F,Valdese,NC,28690,0,61,21,2,9.0,N,N,1.39412,9,4,1.0375,5,12
1703,1829,28725,F,Robbinsville,NC,28771,0,38,13,5,6.0,N,N,3.5,0,0,3.5,0,11
1704,15600,26973,M,Vilas,NC,28692,0,13,23,5,9.0,N,N,,25,17,,0,12
1705,4476,2469,M,Morganton,NC,28655,0,49,10,5,7.0,N,N,3.29167,0,0,3.08333,0,11
1706,5630,5028,F,Mooresboro,NC,28114,0,23,17,5,12.0,N,N,0.0,3,0,,0,12
1707,956,8037,F,Zionville,NC,28698,0,33,22,5,6.0,N,N,3.68824,2,4,3.81429,0,12
1708,12653,27935,F,West Jefferson,NC,28694,0,67,2,5,7.0,N,Y,3.98,4,0,3.97,0,12
1709,331,13091,F,Mars Hill,NC,28754,0,17,19,5,8.0,N,N,3.975,2,7,3.95714,0,12
1710,14399,8258,F,North Wilkesboro,NC,28659,0,15,1,5,8.0,N,N,2.18333,9,2,2.18333,0,12
1711,7811,20178,M,Morganton,NC,28655,0,40,21,5,9.0,N,N,2.00625,63,51,2.35,3,12
1712,2107,29177,F,Forest City,NC,28043,0,12,17,5,11.0,N,N,0.0,0,1,,0,12
1713,12579,20701,F,Burnsville,NC,28714,0,75,4,5,6.0,N,N,3.91875,5,1,3.9,0,11
1714,7726,20696,M,Mooresboro,NC,28114,0,53,9,5,7.0,N,N,3.2,0,0,3.2,0,11
1715,7702,23347,F,Forest City,NC,28043,0,12,17,1,11.0,N,N,0.0,0,0,,0,12
1716,7484,23049,M,Wilkesboro,NC,28697,0,11,1,5,7.0,N,N,1.75,4,1,1.75,1,12
1717,14094,23837,M,Hildebran,NC,28637,0,51,10,5,6.0,N,Y,3.20833,7,14,3.0,0,12
1718,16138,21457,F,Traphill,NC,28685,2,45,14,7,9.0,N,N,,16,23,,0,12
1719,13485,2696,M,Boone,NC,28607,0,13,23,5,9.0,N,N,,26,18,,0,12
1720,10630,22330,M,North Wilkesboro,NC,28659,0,15,1,5,7.0,N,N,3.91429,2,2,3.8,0,11
1721,16433,23679,M,Forest City,NC,28043,1,12,17,9,11.0,N,N,0.0,0,0,,0,12
1722,8410,28846,M,North Wilkesboro,NC,28659,0,18,1,5,6.0,N,N,3.05,2,7,3.05,0,12
1723,1910,25511,F,Connelly Springs,NC,28612,0,60,21,1,9.0,N,N,3.55,35,10,3.31,0,12
1724,435,16301,M,Forest City,NC,28043,0,22,9,5,6.0,N,N,1.72,12,5,0.975,7,12
1725,11426,17783,M,Caroleen,NC,28019,0,22,9,5,6.0,N,N,2.1,3,3,1.94667,8,12
1726,1784,25875,M,Ferguson,NC,28624,0,18,1,5,6.0,N,N,3.02143,0,6,2.225,2,11
1727,6242,20659,M,Rutherfordton,NC,28139,0,35,17,5,11.0,N,N,0.0,1,0,,0,12
1728,8272,25523,F,Fontana Village,NC,28733,0,38,13,7,6.0,N,N,4.0,0,0,4.0,0,11
1729,9426,24755,F,Mooresboro,NC,28114,0,53,9,5,8.0,N,N,3.41538,8,7,3.77692,0,12
1730,4323,28523,F,North Wilkesboro,NC,28659,2,68,14,7,9.0,N,N,2.04286,24,11,2.04286,2,12
1731,16414,28029,M,Millers Creek,NC,28651,0,18,1,5,7.0,N,Y,3.95,1,1,3.95,0,12
1732,17121,18404,F,Mooresboro,NC,28114,0,23,17,5,11.0,N,N,0.0,1,0,,0,12
1733,5194,28020,M,Forest City,NC,28043,0,52,17,6,6.0,N,N,0.0,0,0,,0,12
1734,15371,16560,F,Hickory,NC,28602,0,51,10,5,7.0,N,N,3.70833,5,19,3.5,0,11
1735,3340,20220,F,Forest City,NC,28043,0,20,17,5,8.0,N,N,0.0,0,0,,0,12
1736,11390,8848,F,Forest City,NC,28043,0,23,17,5,10.0,N,N,0.0,0,0,,0,12
1737,16673,27714,F,Morganton,NC,28655,0,73,21,5,8.0,N,N,3.28571,0,0,3.0,0,11
1738,15394,8685,F,Morganton,NC,28655,0,16,10,2,7.0,N,N,2.86111,0,8,2.41667,0,12
1739,17101,15187,M,North Wilkesboro,NC,28659,0,8,1,5,6.0,N,N,,1,13,,0,12
1740,14921,6490,F,Millers Creek,NC,28651,0,18,1,5,6.0,N,N,3.41667,4,19,3.41667,0,12
1741,2988,27174,F,Robbinsville,NC,28771,0,19,11,5,9.0,N,N,3.98125,12,16,3.97,0,12
1742,12865,17327,M,North Wilkesboro,NC,28659,0,15,1,5,6.0,N,Y,2.0,0,4,2.0,0,12
1743,4545,11754,F,Zionville,NC,28698,0,63,23,5,8.0,N,Y,3.32368,2,6,2.44167,0,11
1744,7444,28036,F,Morganton,NC,28655,0,16,10,5,8.0,N,Y,2.65,2,3,2.94118,0,12
1745,9945,20586,M,Crumpler,NC,28617,1,76,15,9,8.0,N,N,,16,30,,0,11
1746,8294,28019,M,Moravian Falls,NC,28654,0,11,1,7,7.0,N,Y,2.15714,0,0,1.56667,2,11
1747,16778,23757,M,Morganton,NC,28655,0,49,10,5,6.0,N,N,4.0,1,0,4.0,0,12
1748,1998,25681,F,Boone,NC,28607,0,64,22,5,7.0,N,N,3.97727,0,0,3.975,0,11
1749,15182,21437,F,Hickory,NC,28655,0,55,10,5,6.0,N,N,3.96,0,0,3.91667,0,11
1750,14607,17661,F,Crumpler,NC,28617,0,77,2,5,6.0,N,N,3.21364,1,0,3.55833,0,12
1751,2749,6123,M,Henrietta,NC,28076,0,23,17,2,10.0,N,N,0.0,0,0,,0,12
1752,13899,18950,F,Morganton,NC,28655,0,16,10,2,7.0,N,N,3.0,0,2,2.57143,0,11
1753,9700,25757,M,Moravian Falls,NC,28654,2,46,14,5,8.0,N,N,2.98571,2,5,2.39167,0,11
1754,4501,28174,M,Sparta,NC,28675,0,9,5,1,8.0,N,N,4.0,0,0,4.0,0,12
1755,14980,16442,F,North Wilkesboro,NC,28659,2,68,14,7,9.0,N,N,3.66667,5,35,3.66667,0,12
1756,11555,6933,F,Boomer,NC,28606,2,68,14,7,9.0,N,N,4.0,5,6,4.0,0,12
1757,2909,19443,M,Mars Hill,NC,28754,0,17,19,5,6.0,N,N,3.35667,9,0,3.07778,1,11
1758,6431,20909,M,Forest City,NC,28043,0,12,17,2,9.0,N,N,0.0,10,2,,0,12
1759,3445,21232,M,Forest City,NC,28043,0,62,12,4,9.0,N,N,2.29231,9,0,1.85,1,12
1760,12792,21096,F,Ennice,NC,28623,0,65,5,5,8.0,N,N,3.0375,3,19,2.98889,0,12
1761,12583,10669,M,Union Mills,NC,28167,0,7,9,5,7.0,N,N,1.625,1,0,1.625,0,11
1762,4733,28737,M,Crumpler,NC,28617,1,30,2,9,6.0,N,Y,2.5,1,4,2.5,0,11
1763,1518,29160,M,Ronda,NC,28670,2,4,14,7,9.0,N,N,1.7375,3,4,1.7375,1,12
1764,10173,16055,M,Ellenboro,NC,28040,0,12,17,5,10.0,N,N,0.0,0,0,,0,12
1765,8589,19366,F,Sparta,NC,28675,0,9,5,7,7.0,N,N,2.83,0,11,2.32778,2,11
1766,15367,5614,M,West Jefferson,NC,28694,0,76,15,5,8.0,N,Y,,2,1,,0,11
1767,14915,11810,M,Rutherfordton,NC,28139,0,7,9,5,7.0,N,N,4.0,1,0,4.0,0,12
1768,15207,12386,F,Forest City,NC,28043,0,12,17,4,10.0,N,N,0.0,0,0,,0,12
1769,9739,5755,F,North Wilkesboro,NC,28659,0,11,1,5,6.0,N,N,3.23333,0,2,3.23333,0,12
1770,1457,24194,F,North Wilkesboro,NC,28659,1,11,1,9,7.0,Y,N,3.4,4,3,3.4,0,12
1771,8707,12900,M,Robbinsville,NC,28771,0,38,13,5,6.0,N,Y,2.44444,0,23,2.44444,6,11
1772,9444,19585,F,Bostic,NC,28018,0,12,17,4,10.0,N,N,0.0,2,0,,0,12
1773,318,28587,M,Morganton,NC,28655,0,55,10,5,7.0,N,Y,2.33462,4,3,2.43846,0,12
1774,11450,22755,M,Mars Hill,NC,28754,0,31,16,5,8.0,N,N,3.56667,4,5,3.38333,0,11
1775,10229,25648,F,Hays,NC,28635,2,46,14,5,8.0,N,N,3.23214,5,1,2.4,0,11
1776,11520,345,M,Morganton,NC,28655,0,36,10,1,6.0,N,N,3.41667,5,0,2.91667,0,12
1777,5213,3932,F,Forest City,NC,28043,0,22,9,2,7.0,N,N,,0,0,,0,11
1778,15647,12915,M,Connelly Springs,NC,28612,0,32,21,5,8.0,N,N,2.95833,9,7,2.25,1,11
1779,4923,20248,M,Wilkesboro,NC,28697,0,11,1,4,7.0,N,Y,0.16667,4,11,0.16667,5,12
1780,6708,19331,M,West Jefferson,NC,28694,0,69,2,5,6.0,N,Y,2.33333,0,0,2.33333,0,11
1781,1488,10607,M,Forest City,NC,28043,0,22,9,2,7.0,N,N,4.0,0,0,4.0,0,11
1782,4661,60,M,Morganton,NC,28655,0,16,10,5,6.0,N,N,3.55556,8,0,4.0,0,12
1783,14691,28786,F,Mars Hill,NC,28754,0,72,16,5,9.0,N,N,2.45417,52,8,2.28333,1,12
1784,9155,20047,F,Forest City,NC,28043,0,53,9,5,7.0,N,N,3.26522,15,7,2.87857,0,12
1785,876,15695,F,Ellenboro,NC,28040,0,53,9,5,7.0,N,N,0.98824,6,10,0.64375,12,12
1786,3105,10389,F,Burnsville,NC,28714,0,75,4,5,6.0,N,N,3.95,4,0,3.95,0,12
1787,12698,19688,F,Rutherfordton,NC,28139,0,20,17,5,7.0,N,N,0.0,0,0,,0,12
1788,6209,14735,F,Hildebran,NC,28637,0,61,21,5,9.0,N,N,3.50588,22,24,3.6125,0,12
1789,916,24590,F,Ennice,NC,28623,1,65,5,9,7.0,N,N,3.61364,3,8,3.52778,0,11
1790,14741,5492,F,Connelly Springs,NC,28612,0,51,10,5,6.0,N,N,3.91667,0,1,3.83333,0,12
1791,6374,14600,M,Glade Valley,NC,28627,1,65,5,9,8.0,N,N,3.175,0,0,3.12222,0,12
1792,838,2692,F,Morganton,NC,28655,0,36,10,5,6.0,N,N,4.0,2,1,4.0,0,12
1793,9286,18397,F,North Wilkesboro,NC,28659,0,46,14,5,8.0,N,N,3.3,0,3,2.725,0,11
1794,14206,25622,M,Connelly Springs,NC,28612,0,51,10,5,8.0,N,N,2.125,1,2,2.0,1,12
1795,570,16359,F,Jefferson,NC,28640,0,76,15,5,8.0,N,N,,2,2,,0,11
1796,15506,24902,F,Rutherfordton,NC,28139,0,20,17,5,7.0,N,N,0.0,0,1,,0,12
1797,15060,28128,F,Morganton,NC,28655,0,55,10,5,6.0,N,N,2.16,1,1,1.875,0,12
1798,1223,24355,F,Fleetwood,NC,28626,2,26,14,7,9.0,N,N,2.125,7,35,2.125,0,12
1799,2282,27939,F,Rutherfordton,NC,28139,0,7,9,5,7.0,N,N,4.0,2,4,4.0,0,11
1800,10198,22122,M,Burnsville,NC,28714,0,75,4,5,6.0,N,N,,0,0,,0,12
1801,13911,14044,F,Cliffside,NC,28024,0,23,17,5,11.0,N,N,0.0,2,0,,0,12
1802,12673,11899,M,Hayesville,NC,28904,0,58,7,5,7.0,N,N,2.56061,5,6,1.97143,0,11
1803,8534,28705,M,Morganton,NC,28655,0,36,10,5,7.0,N,N,3.58333,1,0,3.33333,0,12
1804,6952,5427,F,Hildebran,NC,28637,0,32,21,5,8.0,N,Y,2.42857,2,4,2.08333,0,11
1805,9377,23775,F,Bostic,NC,28018,0,42,12,5,8.0,N,N,,0,0,,0,11
1806,7202,27663,M,Jefferson,NC,28640,0,76,15,5,8.0,N,N,,0,4,,0,11
1807,7381,23847,M,Forest City,NC,28043,0,20,17,5,8.0,N,N,0.0,1,0,,0,12
1808,16996,17869,F,Sparta,NC,28675,0,65,5,5,7.0,N,N,2.38182,1,5,2.22222,5,11
1809,11900,6256,F,Mars Hill,NC,28754,0,17,19,4,8.0,N,N,3.9875,1,1,3.97857,0,12
1810,12652,21917,F,Rutherfordton,NC,28139,0,35,17,5,11.0,N,N,0.0,0,0,,0,12
1811,784,27370,M,Morganton,NC,28655,0,16,10,5,8.0,N,N,0.0,0,0,0.0,0,12
1812,13779,10913,F,Forest City,NC,28043,0,3,12,5,8.0,N,N,,0,0,,0,11
1813,3062,27991,M,State Road,NC,28676,0,8,1,5,6.0,N,N,3.79643,0,0,3.58333,0,11
1814,15068,25854,M,Rutherfordton,NC,28139,0,7,9,5,7.0,N,N,1.01364,6,0,0.44167,14,12
1815,6200,3604,M,Rutherfordton,NC,28139,0,35,17,2,11.0,N,N,0.0,0,1,,0,12
1816,5387,6150,F,Morganton,NC,28655,0,57,21,5,8.0,N,N,3.75,0,0,3.41667,0,11
1817,4672,5637,M,Bostic,NC,28018,0,12,17,5,12.0,N,N,0.0,0,0,,0,12
1818,15536,15559,F,Hayesville,NC,28904,0,70,6,5,8.0,N,N,3.9625,5,5,3.9625,0,11
1819,10536,9363,M,West Jefferson,NC,28694,0,69,2,5,6.0,N,N,2.75455,0,3,3.47273,0,12
1820,666,25736,F,Rutherfordton,NC,28139,0,10,17,5,8.0,N,N,0.0,1,0,,0,12
1821,6332,21837,M,Morganton,NC,28655,1,16,10,9,6.0,N,N,3.38889,1,0,3.66667,0,12
1822,9124,8491,F,Morganton,NC,28655,0,34,21,5,8.0,N,N,3.9,10,10,3.75,0,11
1823,16659,974,M,Burnsville,NC,28714,0,75,4,5,7.0,N,N,2.81667,0,0,2.81667,0,12
1824,11096,26330,F,Morganton,NC,28655,0,16,10,5,7.0,N,N,2.48649,2,2,2.42857,0,12
1825,13591,13199,F,Robbinsville,NC,28771,0,38,13,5,6.0,N,Y,2.66667,7,7,2.66667,0,11
1826,5076,25563,M,Marshall,NC,28753,0,17,19,5,6.0,N,N,3.9375,5,21,3.925,0,12
1827,6666,28212,M,Rutherfordton,NC,28139,0,7,9,5,7.0,N,N,1.25,0,0,1.25,6,11
1828,259,27079,F,Forest City,NC,28043,0,12,17,2,10.0,N,N,0.0,1,0,,0,12
1829,4466,2250,F,Ennice,NC,28623,0,65,5,5,6.0,N,N,3.78,1,4,3.72667,0,12
1830,14423,22460,M,Roaring Gap,NC,28668,2,50,8,5,9.0,N,N,2.6875,15,0,2.26667,4,12
1831,9177,9774,F,Spindale,NC,28160,1,10,17,9,6.0,N,N,0.0,0,0,,0,12
1832,719,9285,F,Rutherfordton,NC,28139,0,23,17,5,11.0,N,N,0.0,2,0,,0,12
1833,16591,6931,F,Elkin,NC,28621,0,15,1,5,6.0,N,Y,2.23333,8,6,2.23333,0,12
1834,15499,23312,M,Forest City,NC,28043,0,53,9,5,8.0,N,N,2.06087,5,2,1.77,3,12
1835,6232,10603,F,North Wilkesboro,NC,28659,1,18,1,9,6.0,N,Y,2.5,2,2,1.83333,1,11
1836,14665,9049,M,Marshall,NC,28753,0,17,19,5,7.0,N,N,3.52917,4,2,3.4,0,12
1837,832,28652,F,Connelly Springs,NC,28612,0,49,10,5,7.0,N,N,4.0,2,8,4.0,0,11
1838,596,17999,M,Morganton,NC,28655,0,55,10,5,8.0,N,Y,1.5,2,0,1.91667,4,12
1839,105,25686,F,Warrensville,NC,28693,0,67,2,5,8.0,N,N,2.54375,1,4,2.26667,2,12
1840,9036,14038,F,Morganton,NC,28655,1,16,10,9,8.0,N,N,3.30811,1,0,3.53333,0,12
1841,439,10822,M,North Wilkesboro,NC,28659,0,15,1,5,6.0,N,N,2.06667,0,0,2.06667,1,12
1842,5080,14806,F,McGrady,NC,28649,2,46,14,5,8.0,N,N,3.03214,3,4,2.15833,0,11
1843,8297,27668,F,Morganton,NC,28655,0,55,10,5,6.0,N,N,3.2,9,3,2.76923,0,12
1844,6477,17050,F,Hayesville,NC,28904,0,58,7,5,6.0,N,N,3.46129,4,11,3.73333,0,12
1845,3301,21295,M,Forest City,NC,28043,0,23,17,5,12.0,N,N,0.0,0,0,,0,12
1846,6144,398,F,Glade Valley,NC,28627,1,65,5,9,6.0,N,N,3.495,4,1,3.52,0,12
1847,2558,2595,M,Whittier,NC,28789,0,74,3,5,6.0,N,N,3.96,0,3,3.925,0,12
1848,10989,18071,F,Morganton,NC,28655,0,36,10,5,7.0,N,N,3.95833,0,0,4.0,0,11
1849,3112,12538,M,Forest City,NC,28043,0,20,17,5,6.0,N,N,0.0,0,0,,0,12
1850,4546,26389,M,Jefferson,NC,28640,1,76,15,9,8.0,N,N,,4,1,,0,11
1851,6802,19613,M,Ellenboro,NC,28040,0,22,9,5,6.0,N,N,3.39524,2,2,2.83,0,12
1852,13330,13705,M,Morganton,NC,28655,0,16,10,5,6.0,N,Y,3.40741,0,0,3.26667,0,11
1853,8820,28465,F,Spindale,NC,28160,1,6,12,9,8.0,N,N,,0,0,,0,11
1854,3731,26706,M,Rutherfordton,NC,28139,0,35,17,2,9.0,N,N,0.0,1,0,,0,12
1855,9774,28560,M,,,,0,51,10,5,6.0,N,N,2.08333,0,0,1.33333,2,12
1856,9603,12429,M,Hayesville,NC,28904,0,70,6,5,8.0,N,N,2.9125,3,0,2.9125,0,11
1857,5901,28832,M,Millers Creek,NC,28651,1,18,1,9,7.0,Y,N,2.6,2,0,2.6,0,12
1858,15437,21501,M,Robbinsville,NC,28771,0,43,13,5,8.0,N,N,2.64444,9,14,2.35833,0,12
1859,4713,16602,M,North Wilkesboro,NC,28659,2,46,14,5,8.0,N,N,2.375,4,1,1.05833,4,11
1860,10971,25157,M,Morganton,NC,28655,0,55,10,5,7.0,N,N,3.29167,9,2,3.0,0,11
1861,11827,13903,M,Morganton,NC,28655,0,36,10,5,6.0,N,Y,2.54167,5,8,2.07692,0,12
1862,11695,14937,M,Vilas,NC,28692,0,27,22,5,6.0,N,Y,2.84333,17,17,1.825,1,11
1863,9463,7061,M,Burnsville,NC,28714,0,75,4,5,6.0,N,N,3.325,9,0,3.325,0,12
1864,8809,27360,M,Vilas,NC,28692,0,1,22,5,6.0,N,Y,2.63571,5,4,3.12857,0,12
1865,8293,29115,M,Traphill,NC,28685,1,15,1,9,7.0,N,N,2.75714,8,7,1.68333,2,11
1866,6115,6543,F,West Jefferson,NC,28694,0,41,15,5,9.0,N,N,0.0,0,0,,0,12
1867,10858,2419,F,Morganton,NC,28655,0,49,10,5,6.0,N,N,3.54167,3,5,3.53846,0,12
1868,1669,14285,M,North Wilkesboro,NC,28659,1,15,1,9,7.0,N,N,3.775,1,1,3.55833,0,11
1869,10744,17358,M,Hildebran,NC,28637,0,51,10,5,6.0,N,N,2.21053,5,11,1.90909,2,12
1870,10216,6379,F,Zionville,NC,28698,0,13,23,5,9.0,N,N,,0,42,,0,12
1871,16488,20937,M,West Jefferson,NC,28684,0,67,2,5,8.0,N,Y,2.54375,3,2,2.92222,1,12
1872,12993,16916,M,Elkin,NC,28621,2,4,14,7,9.0,Y,N,1.16667,0,0,1.16667,3,12
1873,14103,16842,F,Morganton,NC,28655,1,16,10,9,6.0,N,Y,3.09375,2,2,3.4375,0,12
1874,16558,18348,F,HAYESVILLE,NC,28904,0,70,6,5,8.0,N,N,2.2125,4,6,2.2125,1,11
1875,6175,9678,M,Traphill,NC,28685,0,15,1,5,6.0,N,N,3.28333,0,2,3.28333,0,12
1876,10266,28131,M,Traphill,NC,28685,0,15,1,5,6.0,N,N,3.50357,4,2,3.025,0,11
1877,2962,29068,M,Forest City,NC,28043,0,20,17,5,8.0,N,N,0.0,0,4,,0,12
1878,10592,26675,M,North Wilkesboro,NC,28659,0,18,1,5,7.0,N,N,3.95,0,0,3.95,0,12
1879,12176,13453,F,North Wilkesboro,NC,28659,0,40,21,5,9.0,N,N,3.56875,41,0,3.5625,0,12
1880,7382,2789,M,Murphy,NC,28906,0,58,7,5,6.0,N,N,4.0,2,0,4.0,0,11
1881,14619,27318,M,Mars Hill,NC,28754,0,72,16,5,9.0,N,N,2.82609,8,5,2.02727,2,12
1882,380,12248,M,Ferguson,NC,28624,2,26,14,7,9.0,N,N,0.38333,3,5,0.38333,4,12
1883,8795,27469,M,Rutherfordton,NC,28139,0,53,9,5,7.0,N,N,3.75,0,0,3.75,0,11
1884,1394,14835,F,Rutherfordton,NC,28139,0,35,17,2,10.0,N,N,0.0,0,0,,0,12
1885,10672,25066,F,Morganton,NC,28655,0,49,10,5,7.0,N,N,2.79167,0,2,2.38462,0,12
1886,15702,19074,F,Morganton,NC,28655,0,36,10,5,6.0,N,N,3.875,0,0,3.75,0,11
1887,4922,21680,M,Vilas,NC,28692,0,13,23,5,9.0,N,N,,42,2,,0,12
1888,10542,6659,M,Morganton,NC,28655,0,16,10,5,6.0,N,N,3.37838,1,1,3.75,0,12
1889,4813,18367,M,Morganton,NC,28655,0,36,10,5,7.0,N,N,3.83333,0,0,3.84615,0,11
1890,12090,27855,F,North Wilkesboro,NC,28659,2,45,14,7,9.0,N,N,3.7125,9,29,3.7125,0,12
1891,9458,19255,M,Boomer,NC,28606,0,11,1,5,6.0,N,N,2.39643,1,0,1.5,6,11
1892,1774,23677,M,North Wilkesboro,NC,28659,0,15,1,5,7.0,N,N,3.075,3,3,3.075,0,12
1893,13641,28813,M,Wilkesboro,NC,28697,0,11,1,5,7.0,N,N,2.975,7,7,2.35833,2,11
1894,5763,2491,F,Deep Gap,NC,28618,0,13,23,5,9.0,N,N,,7,8,,0,12
1895,16006,24854,M,Jefferson,NC,28640,0,41,15,5,9.0,N,N,0.0,0,0,,0,12
1896,2118,27183,F,North Wilkesboro,NC,28659,0,11,1,4,7.0,N,N,1.95,0,0,1.95,2,12
1897,3087,27796,F,North Wilkesboro,NC,28659,0,15,1,5,8.0,N,N,1.24667,5,2,1.24667,3,12
1898,2975,21368,M,Hickory,NC,28601,0,51,10,1,6.0,N,N,3.125,0,0,2.83333,0,11
1899,3316,18603,M,Wilkesboro,NC,28697,0,11,1,5,6.0,N,N,3.66786,4,4,3.25,0,11
1900,1374,27959,F,Forest City,NC,28043,0,53,9,5,7.0,N,N,2.58333,3,2,2.58333,0,11
1901,4723,18825,M,Todd,NC,28684,0,69,2,5,6.0,N,N,2.0,8,5,2.1,1,12
1902,1329,20035,M,Wilkesboro,NC,28697,0,11,1,5,7.0,N,N,3.83929,2,0,3.625,0,11
1903,9720,8851,F,Hayesville,NC,28904,0,70,6,5,8.0,N,N,3.1625,0,2,3.1625,0,11
1904,17272,17679,F,Millers Creek,NC,28651,0,18,1,5,6.0,N,N,3.61786,1,1,3.66667,0,11
