person_detail_id_new,school_id_new,lea_id_new,race_id,grade,lep_enrolled,iep_enrolled,cum_gpa,absence_count_unexcused,absence_count_excused,core_gpa,num_f,academic_year_id
1700,55,10,5,7,N,N,3.34615,4,6,3.5,0,12
1701,41,15,5,9,N,N,0,0,0,NULL,0,12
1702,1,22,5,6,N,N,3.02667,4,8,2.77143,0,12
1703,49,10,5,8,N,N,3.35714,1,0,3.06667,0,12
1704,18,1,2,6,N,N,2.80357,3,0,2.15,2,11
1705,24,12,2,9,N,N,1.2125,5,0,0.5,3,12
1706,38,13,5,6,N,N,3.80952,0,3,4,0,12
1707,35,17,5,11,N,N,0,0,1,NULL,0,12
1708,68,14,7,9,N,N,3.34286,15,5,3.34286,0,12
1709,7,9,5,6,N,N,3.91667,2,0,3.91667,0,11
1710,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
1711,16,10,9,6,N,Y,2.88462,0,0,2.71429,1,11
1712,49,10,5,7,N,N,2.83333,6,2,2.46154,0,11
1713,9,5,5,7,N,N,3.01739,12,19,2.57857,2,12
1714,10,17,9,7,N,N,0,0,3,NULL,0,12
1715,23,17,5,9,N,N,0,0,0,NULL,0,12
1716,74,3,5,6,N,N,3.75,2,3,3.75,0,11
1717,74,3,9,6,N,N,3.42667,0,1,3.05714,0,12
1718,13,23,5,9,N,N,NULL,1,0,NULL,0,12
1719,74,3,5,7,N,N,2.11875,0,0,2.11875,0,11
1720,15,1,5,7,N,Y,1.88333,3,7,1.88333,1,12
1721,41,15,5,9,N,N,0,0,0,NULL,0,12
1722,35,17,2,10,N,N,0,1,0,NULL,0,12
1723,18,1,5,7,N,Y,3.7625,1,11,3.7625,0,12
1724,75,4,5,6,N,N,3.74063,0,4,3.68125,0,11
1725,6,12,5,8,N,N,NULL,0,0,NULL,0,11
1726,49,10,5,7,N,N,3.875,0,0,3.75,0,11
1727,45,14,7,9,N,N,2.375,12,12,2.375,1,12
1728,49,10,5,6,N,N,3.21429,0,2,2.76923,0,12
1729,15,1,5,7,N,N,3.05,5,5,3.05,0,12
1730,72,16,5,9,N,N,3.12917,2,17,2.58333,0,12
1731,18,1,5,6,N,N,3.95,1,0,3.95,0,12
1732,10,17,9,7,N,N,0,8,0,NULL,0,12
1733,3,12,5,8,N,N,NULL,0,0,NULL,0,11
1734,51,10,5,7,N,N,4,8,1,4,0,12
1735,12,17,5,10,N,N,0,0,0,NULL,0,12
1736,0,10,8,NULL,N,N,NULL,0,0,NULL,0,0
1737,5,14,5,8,N,N,3.91786,0,2,3.85833,0,11
1738,10,17,5,8,N,N,0,3,3,NULL,0,12
1739,10,17,5,6,N,N,0,0,3,NULL,0,12
1740,25,4,5,6,N,N,1.475,4,6,1.475,0,12
1741,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
1742,9,5,5,6,N,N,3.28696,1,3,2.99167,0,12
1743,28,14,5,8,N,N,3.89643,3,4,3.975,0,11
1744,1,22,5,6,N,Y,3.5,2,15,3.67143,0,12
1745,49,10,5,7,N,Y,3.39286,3,0,2.92308,0,12
1746,62,12,5,9,N,N,0.9,33,0,0.65,4,12
1747,52,17,5,8,N,N,0,0,0,NULL,0,12
1748,51,10,5,7,N,N,3.34783,0,0,3,0,11
1749,12,17,5,9,N,N,0,2,0,NULL,0,12
1750,38,13,6,6,N,N,2.9,0,4,2.48333,0,12
1751,9,5,9,6,N,N,3.22609,4,4,2.93333,0,12
1752,16,10,5,6,N,Y,2.43243,9,0,1.78947,2,12
1753,49,10,5,7,N,N,4,0,0,4,0,11
1754,56,5,7,6,N,N,4,10,2,4,0,11
1755,51,10,5,7,N,N,3.78261,2,7,3.66667,0,11
1756,11,1,5,7,N,N,3.21071,2,0,2.88333,0,11
1757,56,5,5,8,N,N,3.90385,4,2,3.82727,0,12
1758,43,13,5,7,N,N,3.83333,0,0,3.83333,0,11
1759,11,1,5,6,N,Y,2.88333,7,4,2.88333,0,12
1760,53,9,5,7,N,N,3.29583,0,0,2.85385,0,12
1761,15,1,4,6,N,N,2.23333,3,4,2.23333,0,12
1762,18,1,5,8,N,N,2.8,1,0,2.8,0,12
1763,60,21,5,9,N,N,3.98125,45,0,3.95,0,12
1764,0,10,8,NULL,N,N,NULL,0,0,NULL,0,0
1765,24,12,9,9,N,N,3.55,15,13,2.3,0,12
1766,51,10,1,6,N,N,3.70833,0,0,3.66667,0,11
1767,36,10,5,7,N,Y,2.45,0,0,1.91667,0,11
1768,18,1,5,7,N,N,0.125,1,7,0.125,7,12
1769,22,9,5,6,N,N,1.91667,0,0,1.91667,3,11
1770,53,9,5,6,N,N,2.25,0,0,2.25,2,11
1771,8,1,5,7,N,N,2.475,3,5,2.475,0,12
1772,75,4,5,6,N,N,3.9375,2,0,4,0,11
1773,19,11,5,9,N,N,3.755,1,0,3.77,0,12
1774,35,17,5,10,N,N,0,1,0,NULL,0,12
1775,64,22,5,7,N,N,3.6375,1,10,3.25833,0,11
1776,58,7,5,7,N,N,3.00741,1,1,3.82143,0,12
1777,51,10,5,7,N,N,3.16667,8,4,2.76923,0,12
1778,76,15,5,8,N,N,NULL,0,4,NULL,0,11
1779,31,16,5,8,N,N,3.8375,7,7,3.7,0,11
1780,46,14,9,8,N,N,3.24286,2,1,2.4,0,11
1781,58,7,5,6,N,N,3.95405,4,10,3.91905,0,11
1782,11,1,5,7,N,N,4,1,7,4,0,11
1783,34,21,2,8,N,N,2.90625,10,1,2.625,0,11
1784,17,19,5,8,N,N,3.125,5,1,3,1,12
1785,77,2,9,6,N,Y,1.5,1,2,1.5,0,11
1786,22,9,5,7,N,N,3.9,1,6,3.81667,0,12
1787,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
1788,11,1,9,6,N,N,1.76667,7,0,1.76667,0,12
1789,51,10,4,7,N,N,3.91667,3,3,3.83333,0,12
1790,12,17,5,12,N,N,0,0,1,NULL,0,12
1791,74,3,5,8,N,N,2.52222,0,15,1.96667,2,12
1792,75,4,5,6,N,N,2.30833,40,19,2.30833,0,12
1793,66,12,5,9,N,N,3.81111,4,5,3.94,0,12
1794,16,10,5,7,N,N,2.46875,0,0,1.16667,5,11
1795,10,17,5,7,N,N,0,7,3,NULL,0,12
1796,55,10,5,6,N,Y,3.73913,0,3,3.83333,0,11
1797,49,10,1,6,N,N,4,8,1,4,0,12
1798,51,10,5,7,N,Y,2.08333,0,0,1.69231,3,11
1799,41,15,5,9,N,N,0,0,0,NULL,0,12
1800,30,2,5,6,N,N,2.87391,9,0,3.175,0,12
1801,9,5,7,7,N,N,1.99667,25,28,1.25556,11,11
1802,64,22,5,6,N,N,3.79286,0,6,3.62857,0,12
1803,50,8,5,9,N,N,3.52917,9,0,3.275,0,12
1804,28,14,5,8,N,Y,1.47143,3,5,1.28333,7,11
1805,67,2,5,8,N,N,2.4125,12,3,2.23636,1,12
1806,35,17,4,11,N,N,0,1,0,NULL,0,12
1807,12,17,5,10,N,N,0,0,0,NULL,0,12
1808,75,4,5,6,N,N,2.70833,8,1,2.4125,1,11
1809,22,9,5,8,N,N,4,2,2,4,0,12
1810,7,9,5,7,N,N,2.25,4,2,2.25,0,11
1811,15,1,5,7,N,Y,2.2375,1,0,2.2375,0,12
1812,76,15,5,8,N,N,NULL,2,8,NULL,0,11
1813,49,10,5,8,N,Y,2.20833,1,2,2.41667,1,12
1814,20,17,5,7,N,N,0,0,0,NULL,0,12
1815,18,1,5,7,N,N,1.61667,1,1,1.61667,1,12
1816,75,4,9,6,N,N,3.59286,6,1,3.55,0,11
1817,45,14,7,9,N,N,2.75,39,9,2.75,0,12
1818,52,17,2,6,N,N,0,0,0,NULL,0,12
1819,30,2,5,6,N,N,3.33333,1,2,3.33333,0,11
1820,51,10,5,6,N,N,3.45833,7,4,3.16667,0,11
1821,57,21,5,8,N,N,3.78261,0,0,3.61538,0,11
1822,62,12,4,9,N,N,3.45556,1,0,3.22,0,12
1823,17,19,5,7,N,N,3.1,6,0,2.90556,0,11
1824,67,2,9,7,N,N,3.57143,0,2,3.57143,0,11
1825,20,17,5,8,N,N,0,0,3,NULL,0,12
1826,8,1,5,6,N,N,3.62857,0,9,3.325,0,11
1827,17,19,5,8,N,N,3.97083,8,0,3.95,0,12
1828,60,21,5,9,N,N,4,28,0,4,0,12
1829,8,1,9,7,N,N,3.42857,1,4,2.91667,0,11
1830,35,17,4,10,N,N,0,2,0,NULL,0,12
1831,6,12,2,8,N,N,NULL,0,0,NULL,0,11
1832,11,1,5,7,N,N,3.65,1,3,3.49167,0,11
1833,20,17,5,6,N,N,0,0,0,NULL,0,12
1834,22,9,2,7,N,N,3.85714,11,2,3.90909,0,12
1835,8,1,5,6,N,N,3.9,1,8,3.9,0,12
1836,11,1,2,7,N,N,2.5,2,4,2.5,1,12
1837,42,12,5,8,N,N,NULL,0,0,NULL,0,11
1838,12,17,9,12,N,N,0,0,1,NULL,0,12
1839,53,9,2,7,N,N,3.23077,0,0,3.23077,0,11
1840,32,21,5,8,N,N,3.875,0,0,3.75,0,11
1841,8,1,5,6,N,N,3.73333,6,7,3.73333,0,12
1842,35,17,5,10,N,N,0,2,0,NULL,0,12
1843,15,1,5,6,N,N,3.88333,3,0,3.88333,0,12
1844,55,10,5,8,N,N,2.6,1,12,2,1,12
1845,6,12,2,8,N,N,NULL,0,0,NULL,0,11
1846,0,1,8,NULL,N,N,NULL,0,0,NULL,0,0
1847,17,19,5,8,N,N,3.35417,10,1,3.3,0,12
1848,9,5,5,8,N,N,3.95862,6,15,3.98125,0,12
1849,40,21,5,9,N,N,2.98125,49,52,2.55,0,12
1850,51,10,1,6,Y,N,3.375,0,0,3.16667,0,11
1851,11,1,5,6,N,N,3.75,2,6,3.5,0,11
1852,23,17,5,11,N,N,0,21,1,NULL,0,12
1853,65,5,5,6,N,N,3.7,11,6,3.7,0,11
1854,7,9,2,8,N,N,1.12105,6,3,0.74,10,12
1855,52,17,5,8,N,N,0,0,0,NULL,0,12
1856,31,16,5,8,N,N,2.05,4,4,1.54167,5,11
1857,17,19,1,8,N,N,3.76667,7,0,3.6,0,12
1858,51,10,5,6,N,Y,2.88214,1,0,2.635,0,11
1859,0,2,8,NULL,N,N,NULL,0,0,NULL,0,11
1860,8,1,9,7,N,N,4,0,6,4,0,11
1861,41,15,5,9,N,N,0,0,0,NULL,0,12
1862,7,9,5,7,N,N,1.6,13,15,1.18462,8,12
1863,74,3,5,8,N,N,2.52222,0,5,1.26667,4,12
1864,12,17,5,12,N,N,0,2,0,NULL,0,12
1865,31,16,5,8,N,N,2.51304,6,4,2.025,2,11
1866,38,13,5,6,N,N,2,8,0,2,0,11
1867,0,3,8,NULL,N,N,NULL,0,0,NULL,0,11
1868,8,1,5,7,N,N,3.9,1,4,3.9,0,12
1869,35,17,5,12,N,N,0,1,3,NULL,0,12
1870,27,22,5,6,N,N,3.9,1,1,3.91429,0,11
1871,64,22,5,7,N,N,3.9,3,3,3.95,0,12
1872,0,22,8,NULL,N,N,NULL,0,0,NULL,0,11
1873,51,10,9,6,N,N,3.375,3,1,3.08333,0,12
1874,10,17,5,8,N,N,0,0,0,NULL,0,12
1875,57,21,5,8,N,N,2.5,0,0,1.75,2,11
1876,51,10,5,6,N,N,3.5,3,1,3.41667,0,12
1877,55,10,5,6,N,N,3.66667,0,0,3.5,0,11
1878,12,17,5,9,N,N,0,36,1,NULL,0,12
1879,18,1,5,8,N,N,4,4,2,4,0,12
1880,51,10,5,8,N,N,3.91304,4,0,3.83333,0,12
1881,23,17,2,12,N,N,0,5,0,NULL,0,12
1882,51,10,1,7,N,N,3.29167,0,0,3.07692,0,11
1883,34,21,9,8,N,N,3.63333,0,0,3.16667,0,11
1884,15,1,5,7,N,N,1.88182,7,2,0.4,9,11
1885,71,21,5,9,N,N,3.7875,26,0,3.55,0,12
1886,39,21,5,8,N,N,2.83333,2,1,2.64286,0,11
1887,71,21,5,9,N,N,1.8875,6,0,1.85,2,12
1888,18,1,5,7,N,N,2.29643,3,5,1.225,5,11
1889,51,10,5,8,N,Y,3.04167,11,1,2.76923,0,12
1890,36,10,5,7,N,N,2.54167,9,5,2.21429,2,12
1891,9,5,5,6,N,N,3.04783,2,0,2.68182,1,12
1892,18,1,5,8,N,N,0.65833,8,6,0.65833,7,12
1893,18,1,5,8,N,N,1.025,1,2,1.025,6,12
1894,2,14,5,8,N,N,2.75357,5,8,1.91667,0,11
1895,18,1,5,6,N,N,3.43333,0,0,3.43333,0,12
1896,20,17,5,7,N,N,0,0,2,NULL,0,12
1897,18,1,5,8,N,N,3.64444,4,0,3.64444,0,12
1898,8,1,5,7,N,N,2.61667,6,2,2.61667,0,12
1899,12,17,5,9,N,N,0,6,15,NULL,0,12
1900,15,1,9,7,N,N,3.43571,5,1,2.98333,0,11
1901,55,10,5,7,N,Y,2.16667,0,5,2.16667,0,12
1902,7,9,5,8,N,N,1.85,13,6,1.72308,8,12
1903,55,10,5,6,N,N,3.51852,0,0,3.23077,0,11
1904,36,10,5,6,N,N,4,0,0,4,0,11
1905,60,21,5,9,N,N,3.225,45,0,2.7375,0,12
1906,16,10,5,6,N,N,2.5,3,7,2.3125,0,12
1907,43,13,5,7,N,Y,3.5,0,10,3.5,0,11
1908,51,10,5,7,N,N,2.79167,9,0,2.53846,0,12
1909,23,17,5,12,N,N,0,8,0,NULL,0,12
1910,62,12,2,9,N,N,2.88889,1,2,2.68,0,12
1911,49,10,5,7,N,N,3.5,1,0,3.46154,0,11
1912,8,1,5,7,N,N,3.15,2,3,3.15,0,12
1913,5,14,5,8,N,N,3.5,4,8,3.08333,0,11
1914,53,9,5,7,N,N,1.66667,0,0,1.66667,2,11
1915,23,17,5,11,N,N,0,1,0,NULL,0,12
1916,7,9,5,8,N,N,2.5,4,2,2.51818,1,12
1917,58,7,5,7,N,N,3.97879,3,0,3.96667,0,11
1918,55,10,2,6,N,N,3.92,1,6,3.83333,0,12
1919,52,17,5,7,N,N,0,0,0,NULL,0,12
1920,51,10,5,6,N,Y,3.83333,1,2,3.75,0,12
1921,23,17,5,11,N,N,0,1,0,NULL,0,12
1922,75,4,5,7,N,N,3.91667,1,8,3.91667,0,12
1923,22,9,5,6,N,N,2.564,2,0,1.75333,4,12
1924,46,14,4,8,N,N,3.06071,10,3,2.36667,0,11
1925,35,17,5,11,N,N,0,3,0,NULL,0,12
1926,34,21,5,8,N,N,4,3,0,4,0,11
1927,31,16,5,8,N,N,3.0875,3,6,2.95,2,11
1928,33,22,5,8,N,N,2.42778,3,1,2.75,0,12
1929,7,9,2,6,N,N,3.38571,1,5,3.17,0,12
1930,51,10,5,7,N,Y,1.95833,0,1,1.25,4,11
1931,43,13,7,7,N,N,2.16667,7,0,2.16667,0,11
1932,7,9,5,7,N,N,3.75,1,7,3.75,0,11
1933,23,17,5,9,N,N,0,0,0,NULL,0,12
1934,64,22,5,8,N,N,3.20625,4,9,2.8375,0,12
1935,66,12,2,9,N,N,2.27273,11,1,0,4,12
1936,13,23,5,9,N,N,NULL,14,8,NULL,0,12
1937,68,14,7,9,N,N,3.28333,15,31,3.28333,0,12
1938,9,5,9,7,N,N,3.7,3,11,3.42727,0,12
1939,51,10,5,6,N,N,2.66667,4,5,2.61538,0,12
1940,7,9,5,7,N,N,3.5,9,2,3.5,2,11
1941,8,1,5,7,N,N,3.66667,1,6,3.66667,0,12
1942,35,17,5,9,N,N,0,5,1,NULL,0,12
1943,51,10,5,6,N,N,3.91667,1,2,3.92308,0,11
1944,71,21,5,9,N,N,3.79375,16,13,3.67,0,12
1945,35,17,5,9,N,N,0,18,3,NULL,0,12
1946,25,4,5,6,N,N,3.925,14,9,3.925,0,12
1947,7,9,5,7,N,N,2.41667,0,0,2.41667,2,11
1948,52,17,4,6,N,N,0,0,0,NULL,0,12
1949,19,11,6,9,N,N,4,6,1,4,0,12
1950,51,10,5,7,N,Y,3.20833,6,4,2.91667,0,12
1951,60,21,5,9,N,N,3.8125,25,1,3.71667,0,12
1952,43,13,5,7,N,N,2.81111,8,5,2.3,0,12
1953,51,10,5,7,N,N,2.95833,2,3,2.5,1,11
1954,24,12,5,9,N,N,3.475,1,0,3.23333,0,12
1955,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
1956,11,1,5,8,N,N,3.74444,2,0,3.74444,0,12
1957,11,1,5,6,N,N,3.81071,1,6,3.64167,0,11
1958,74,3,5,8,N,N,3.63889,0,15,3.34444,0,12
1959,8,1,5,8,N,Y,2.87778,0,4,2.87778,0,12
1960,11,1,5,7,N,N,NULL,2,4,NULL,0,12
1961,67,2,5,8,N,N,3.94375,5,1,3.91,0,12
1962,67,2,5,8,N,N,2.45625,0,2,2.07778,2,12
1963,6,12,5,8,N,N,NULL,0,0,NULL,0,11
1964,67,2,5,7,N,N,3.67333,0,1,3.66667,0,12
1965,22,9,5,7,N,N,3.65417,2,3,3.64545,0,12
1966,10,17,5,8,N,N,0,1,0,NULL,0,12
1967,50,8,9,9,N,N,2.74167,13,2,2.05833,3,12
1968,20,17,5,8,N,N,0,1,0,NULL,0,12
1969,54,11,5,8,N,N,3.77917,4,4,3.925,0,11
1970,10,17,2,6,N,N,0,0,0,NULL,0,12
1971,50,8,5,9,N,N,2.14583,29,4,1.88,4,12
1972,11,1,5,7,N,N,4,3,5,4,0,12
1973,0,1,8,NULL,N,N,NULL,0,0,NULL,0,11
1974,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
1975,18,1,5,6,N,N,3.57143,9,4,3.15833,0,11
1976,23,17,5,9,N,N,0,8,2,NULL,0,12
1977,10,17,5,6,N,N,0,1,3,NULL,0,12
1978,16,10,5,8,N,N,3.45946,7,0,4,0,12
1979,64,22,5,6,N,N,3.87813,1,7,3.78333,0,11
1980,11,1,5,7,N,N,2.21429,11,2,1.33333,8,11
1981,11,1,5,7,N,Y,4,3,2,4,0,12
1982,44,23,5,8,N,N,3.88205,1,7,3.73125,0,11
1983,49,10,5,6,N,N,3.83333,0,0,3.75,0,11
1984,22,9,5,7,N,N,1.69231,0,0,1.69231,9,11
1985,22,9,5,8,N,N,1.98462,7,8,1.55,4,12
1986,35,17,5,9,N,N,0,5,0,NULL,0,12
1987,0,10,8,NULL,N,N,NULL,0,0,NULL,0,0
1988,35,17,5,10,N,N,0,7,0,NULL,0,12
1989,0,13,8,NULL,N,N,NULL,0,0,NULL,0,0
1990,36,10,5,6,N,N,2.66667,0,1,3.08333,0,12
1991,60,21,5,9,N,N,1.41875,49,11,1.1,6,12
1992,77,2,5,6,N,N,2.95909,2,7,3.2,0,12
1993,53,9,9,8,N,N,3.20435,0,5,2.65833,1,12
1994,28,14,5,8,N,N,3.55357,3,8,3.28333,0,11
1995,36,10,4,6,N,N,3.58333,0,1,3.23077,0,12
1996,74,3,5,8,N,N,NULL,0,0,NULL,0,12
1997,20,17,5,8,N,N,0,3,7,NULL,0,12
1998,11,1,5,7,N,N,2.925,1,1,2.925,0,12
1999,52,17,5,8,N,N,0,0,0,NULL,0,12
2000,77,2,5,6,N,N,2.5,5,5,2.5,0,11
2001,53,9,5,7,N,N,3.75,0,0,3.75,0,11
2002,10,17,4,7,N,N,0,0,0,NULL,0,12
2003,15,1,5,7,N,N,3.35,4,1,3.35,0,12
2004,40,21,9,9,N,N,3.26875,28,0,2.99,1,12
2005,11,1,5,6,N,N,3.91071,1,1,3.81667,0,11
2006,45,14,7,9,N,N,3.0875,4,2,3.0875,0,12
2007,35,17,5,12,N,N,0,0,1,NULL,0,12
2008,18,1,4,7,N,N,1.88333,3,0,1.88333,0,12
2009,74,3,5,7,N,N,2.8875,0,0,2.8875,0,11
2010,35,17,5,11,N,N,0,1,0,NULL,0,12
2011,13,23,5,9,N,N,NULL,22,0,NULL,0,12
2012,26,14,7,9,N,N,3.33333,2,5,3.33333,0,12
2013,51,10,2,8,N,Y,2.154,0,0,1.66667,0,12
2014,0,22,8,NULL,N,N,NULL,0,0,NULL,0,0
2015,22,9,5,7,N,N,2.68095,4,5,2.85833,0,12
2016,77,2,5,6,N,N,2.81818,5,2,2.91667,0,12
2017,17,19,5,7,N,N,3.93,4,3,3.88333,0,11
2018,17,19,5,6,N,N,3.74828,8,4,3.85556,0,11
2019,22,9,5,7,N,N,NULL,0,0,NULL,0,11
2020,67,2,5,7,N,N,1.875,4,7,1.84545,2,12
2021,20,17,5,7,N,N,0,1,1,NULL,0,12
2022,36,10,5,8,N,N,3.58333,9,2,3.41667,0,12
2023,41,15,4,9,N,N,0,0,0,NULL,0,12
2024,42,12,4,8,N,N,NULL,0,0,NULL,0,11
2025,22,9,5,6,N,N,4,0,0,4,0,11
2026,28,14,4,8,N,N,3.12143,4,2,2.69167,1,11
2027,61,21,5,9,N,N,3.39412,17,14,3.25,0,12
2028,55,10,5,7,N,N,1.41667,0,0,0.92308,7,11
2029,47,20,7,8,N,N,3.89167,1,1,3.86667,0,11
2030,51,10,5,6,N,Y,3.08333,0,10,2.66667,0,12
2031,9,5,9,7,N,N,3.72174,3,4,3.41818,0,12
2032,16,10,5,7,N,N,3.66667,0,0,3.5,0,11
2033,20,17,5,8,N,N,0,0,0,NULL,0,12
2034,2,14,4,8,Y,N,3.85357,0,0,3.74167,0,11
2035,8,1,5,7,N,N,3.7625,4,2,3.7625,0,12
2036,62,12,5,9,N,N,3.5,18,1,3.35,0,12
2037,16,10,5,7,N,Y,2.4,0,0,1.16667,4,11
2038,11,1,5,6,N,Y,0.5,3,4,0.5,4,12
2039,45,14,7,9,N,N,2.4125,37,5,2.4125,0,12
2040,25,4,5,6,N,N,2.5,4,4,2.5,0,12
2041,60,21,5,9,N,N,3.69375,13,10,3.7125,0,12
2042,74,3,5,7,N,N,3.02667,0,6,2.2125,0,12
2043,10,17,5,8,N,N,0,0,0,NULL,0,12
2044,5,14,5,8,N,N,3.70714,0,3,3.55833,0,11
2045,8,1,5,8,N,N,3.41111,1,5,3.41111,0,12
2046,11,1,5,8,N,N,3.86667,4,5,3.86667,0,12
2047,53,9,5,8,N,N,1.62273,2,0,1.49167,9,12
2048,2,14,5,8,N,N,3.46429,1,0,3.025,0,11
2049,44,23,5,8,N,N,3.8325,4,4,3.60833,0,11
2050,67,2,5,7,N,N,2.91333,15,4,2.72727,0,12
2051,51,10,5,7,N,N,3.45833,0,1,3.33333,0,12
2052,23,17,5,9,N,N,0,9,0,NULL,0,12
2053,33,22,5,6,N,N,3.69118,3,2,3.425,0,11
2054,38,13,7,6,N,N,2.83333,11,6,2.83333,0,11
2055,28,14,5,8,N,N,4,0,11,4,0,11
2056,47,20,7,8,N,N,3.144,8,12,2.63333,0,11
2057,10,17,5,6,N,N,0,1,1,NULL,0,12
2058,69,2,5,6,N,N,2.38182,10,3,2.8,0,12
2059,20,17,2,6,N,N,0,1,0,NULL,0,12
2060,2,14,5,8,N,N,3.9,13,55,3.78333,0,11
2061,6,12,5,8,N,N,NULL,0,0,NULL,0,11
2062,55,10,5,7,N,N,4,0,0,4,0,11
2063,3,12,5,8,N,N,NULL,0,0,NULL,0,11
2064,18,1,9,6,N,Y,3.3375,2,1,3.425,0,11
2065,18,1,5,8,N,N,4,0,6,4,0,12
2066,76,15,5,8,N,Y,NULL,0,1,NULL,0,11
2067,51,10,1,7,N,N,3.79167,2,3,3.66667,0,12
2068,49,10,5,7,N,N,4,4,0,4,0,12
2069,76,15,5,8,N,N,NULL,1,9,NULL,0,11
2070,7,9,5,8,N,N,3.44091,0,4,3.13077,0,12
2071,0,13,8,NULL,N,N,NULL,0,0,NULL,0,0
2072,15,1,5,7,N,N,3.03214,7,4,2.625,0,11
2073,74,3,5,7,N,N,3.98,0,11,3.95714,0,12
2074,18,1,5,7,N,N,3.33929,0,0,2.725,0,11
2075,0,9,8,NULL,N,N,NULL,0,0,NULL,0,11
2076,77,2,5,6,N,N,3,7,9,3,0,11
2077,53,9,9,8,N,N,3.868,3,2,3.76429,0,12
2078,42,12,5,8,N,N,NULL,0,0,NULL,0,11
2079,8,1,5,6,N,N,3.40357,1,10,2.85833,0,11
2080,67,2,9,7,N,N,3.52,3,3,3.51818,0,12
2081,38,13,7,6,N,Y,3.33333,6,0,3.33333,0,11
2082,36,10,5,6,N,N,2.875,6,5,2.41667,0,11
2083,12,17,5,11,N,N,0,0,0,NULL,0,12
2084,49,10,5,6,N,N,4,0,0,4,0,11
2085,23,17,5,9,N,N,0,60,3,NULL,0,12
2086,18,1,5,7,N,N,3.98929,0,4,4,0,11
2087,3,12,5,8,N,N,NULL,0,0,NULL,0,11
2088,18,1,5,8,N,N,3.78889,2,0,3.78889,0,12
2089,74,3,7,6,N,N,1.3375,11,2,1.3375,2,11
2090,77,2,5,6,N,N,0,0,0,NULL,0,12
2091,35,17,2,12,N,N,0,0,0,NULL,0,12
2092,16,10,5,6,N,N,3.11111,2,1,3.08333,0,12
2093,16,10,9,6,N,N,3.03125,0,0,2.8125,0,11
2094,4,14,7,9,N,N,3.95,2,0,3.95,0,12
2095,20,17,5,7,N,N,0,0,1,NULL,0,12
2096,53,9,5,6,N,N,3.91667,0,0,3.91667,0,11
2097,67,2,5,7,N,N,3.76,2,0,3.67778,0,12
2098,16,10,9,8,N,N,3.02703,1,0,2.875,0,12
2099,16,10,5,6,N,N,2.56522,4,3,2.27778,1,12
2100,3,12,5,8,N,N,NULL,0,0,NULL,0,11
2101,15,1,5,6,N,N,3.68214,2,0,3.33333,0,11
2102,11,1,9,7,Y,N,2.9,2,7,2.9,0,12
2103,7,9,5,7,N,N,2.255,4,5,1.82727,2,12
2104,7,9,5,7,N,N,3.955,0,0,3.97273,0,12
2105,57,21,4,8,N,Y,2,0,0,1.57143,3,11
2106,36,10,5,6,N,N,3.54167,1,3,3.16667,0,12
2107,0,10,8,NULL,N,N,NULL,0,0,NULL,0,11
2108,7,9,5,6,N,N,4,0,0,4,0,11
2109,35,17,5,12,N,N,0,1,0,NULL,0,12
2110,77,2,5,6,N,N,2.65909,9,0,2.56667,0,12
2111,22,9,5,8,N,N,0.7381,0,0,0.57727,6,12
2112,35,17,5,12,N,N,0,3,0,NULL,0,12
2113,34,21,4,8,N,N,3.13333,0,0,2.33333,1,11
2114,11,1,5,6,N,N,NULL,1,15,NULL,0,12
2115,17,19,5,7,N,N,2.85,3,8,2.53889,0,11
2116,53,9,5,7,N,N,3.23077,0,0,3.23077,0,11
2117,16,10,5,6,N,N,3.40541,4,3,4,0,12
2118,74,3,5,7,N,N,4,0,4,4,0,12
2119,35,17,5,10,N,N,0,0,0,NULL,0,12
2120,67,2,9,7,N,N,3.06667,4,4,2.96667,1,12
2121,15,1,5,6,N,N,3.68929,2,4,3.33333,0,11
2122,9,5,9,8,N,N,2.98276,1,1,2.75,2,12
2123,53,9,5,6,N,N,2.91667,0,0,2.91667,0,11
2124,51,10,5,7,N,N,3.20833,5,6,3.08333,0,12
2125,35,17,5,10,N,N,0,0,0,NULL,0,12
2126,32,21,5,8,N,N,2.44444,0,0,1.8,1,11
2127,35,17,5,9,N,N,0,2,0,NULL,0,12
2128,6,12,5,8,N,N,NULL,0,0,NULL,0,11
2129,16,10,9,6,N,N,3.25,0,0,3.0625,1,11
2130,16,10,5,7,N,N,4,0,2,4,0,11
2131,36,10,5,8,N,N,2.83333,0,0,2.3,0,12
2132,58,7,5,7,N,N,2.88387,5,1,3.83571,0,12
2133,75,4,5,6,N,Y,2.98438,14,4,2.925,0,11
2134,9,5,5,8,N,N,2,0,1,1.31333,6,12
2135,8,1,5,8,N,Y,NULL,1,13,NULL,0,12
2136,55,10,1,6,N,N,2,0,1,1.83333,0,12
2137,30,2,5,6,N,N,3,0,8,3,0,11
2138,22,9,9,7,N,N,3,9,4,3,0,11
2139,11,1,9,6,N,Y,3.41429,1,2,3.35833,0,11
2140,43,13,5,7,N,N,0.87222,9,4,0.35833,11,12
2141,51,10,5,7,N,N,3.08333,6,2,2.91667,0,12
