student_id_new,acct_id_new,person_detail_id_new
12021,2382,17632
14431,2383,8355
14431,2383,28085
16050,2384,802
16050,2384,27576
13471,2385,3627
13471,2385,19669
13638,2386,12692
16233,2387,776
16233,2387,29422
524,2388,8875
4910,2389,16330
4910,2389,24948
755,2390,2582
12393,2391,276
12393,2391,5098
4834,2392,775
4834,2392,14882
4834,2392,27912
6074,2393,16795
6074,2393,28076
12103,2394,9687
384,2395,27320
384,2395,27982
3762,2396,7190
3762,2396,11037
5743,2397,25453
3044,2398,15699
3044,2398,19785
3044,2398,25058
1665,2400,14096
1665,2400,16187
11904,2401,983
11904,2401,4640
12569,2402,8938
12569,2402,13388
12569,2402,25845
2246,2403,20138
2246,2403,23461
12214,2404,15801
7549,2405,27094
11751,2406,4321
11751,2406,14698
15680,2407,10672
12343,2408,21648
9664,2409,18319
9664,2409,29323
15565,2410,12338
15565,2410,27124
15565,2410,29397
9524,2411,12027
9524,2411,15648
3767,2412,2610
3767,2412,9319
11994,2413,9011
8325,2414,325
8325,2414,12759
6121,2416,16066
11397,2417,8233
15184,2418,3611
15184,2418,4735
4204,2419,2655
4204,2419,5799
1417,2421,8445
8183,2422,2845
8183,2422,27694
8784,2423,1310
8784,2423,13832
14254,2424,13921
14254,2424,18057
7820,2425,11520
7820,2425,15881
12533,2426,13533
12533,2426,19436
12533,2426,21014
14973,2427,10241
14973,2427,10920
12228,2428,5939
12228,2428,6825
15168,2429,8880
15168,2429,11891
14091,2430,2396
14091,2430,17052
5549,2431,12993
11639,2432,10493
11639,2432,15988
11639,2432,21431
14840,2433,13269
14840,2433,19389
3709,2434,15288
12341,2435,2346
12341,2435,10882
5796,2436,13707
5796,2436,16461
3280,2437,7964
6008,2438,4528
6008,2438,11036
5887,2439,6685
5887,2439,8564
5661,2440,2484
5661,2440,26636
4571,2441,18864
3920,2442,5854
3920,2442,13448
1678,2443,13691
1678,2443,16367
1678,2443,21818
1376,2444,14931
1376,2444,19963
8512,2445,18001
8512,2445,23330
8512,2445,23739
10131,2447,13205
10131,2447,14794
10131,2447,19234
4023,2448,16203
14567,2449,1138
14567,2449,10005
14567,2449,25827
3936,2450,12627
3936,2450,23829
3211,2451,29289
14047,2452,7577
7127,2453,4292
7127,2453,4932
15371,2454,11836
1243,2455,11317
1243,2455,15743
8281,2456,10869
8281,2456,12085
15291,2457,883
15291,2457,1016
15291,2457,10883
15471,2458,14971
15471,2458,27185
11774,2459,6385
11774,2459,23373
8106,2460,16155
5305,2461,304
5305,2461,10638
5305,2461,15276
7661,2462,3848
7661,2462,26916
2120,2463,3570
2120,2463,5437
5668,2464,8327
5668,2464,24933
8442,2465,11318
8442,2465,23567
1277,2466,19774
1277,2466,28747
7272,2467,19789
5696,2468,12908
12126,2469,272
12126,2469,25222
3812,2470,27547
2054,2471,12253
4580,2472,2906
4580,2472,6478
8962,2473,10885
8962,2473,25276
820,2474,11347
820,2474,14224
11021,2476,7036
11021,2476,28441
13093,2478,18048
13093,2478,21839
13093,2478,23105
272,2479,25315
11871,2480,1094
11871,2480,22485
8023,2481,2716
8023,2481,22901
15723,2482,2151
15723,2482,19882
10565,2484,25997
6200,2485,11523
4306,2486,8858
4306,2486,23237
8494,2487,6369
14118,2488,15947
14118,2488,19268
11259,2489,9860
11259,2489,22674
11524,2490,2094
11524,2490,15964
7931,2491,26247
9475,2493,640
9475,2493,22724
8327,2494,6128
8327,2494,7751
14793,2495,453
1345,2496,7403
14630,2497,11676
12154,2498,9620
15739,2499,4258
15739,2499,16396
14662,2500,2755
14662,2500,16207
3352,2501,22410
4058,2502,16244
14236,2503,16615
14236,2503,19280
14236,2503,20179
589,2504,22555
11421,2505,13869
11470,2507,9123
11470,2507,11517
11470,2507,24470
7214,2508,11795
7214,2508,16724
7968,2509,2503
7968,2509,3353
10529,2510,3665
10529,2510,10964
10529,2510,20438
1984,2511,7385
1984,2511,12806
13681,2512,15267
13681,2512,17537
13681,2512,18176
8255,2513,14407
11975,2514,8563
11975,2514,16641
5958,2515,26184
10695,2516,15652
3371,2517,13926
4340,2518,65
4340,2518,2734
12325,2519,19991
12325,2519,21093
3825,2520,19493
9157,2521,10514
9157,2521,26494
14912,2523,24876
3725,2524,21266
1049,2525,11750
1049,2525,11825
3041,2527,7467
3041,2527,7630
6826,2528,16577
6826,2528,27044
694,2529,13874
694,2529,16859
10947,2530,6856
10947,2530,9401
10947,2530,20305
3293,2531,23649
13850,2532,9197
1483,2533,2229
2704,2534,8919
2704,2534,13906
2383,2535,10121
2383,2535,13051
3081,2536,2021
3081,2536,3244
3081,2536,11511
15795,2537,13501
8403,2538,2398
8403,2538,5256
13504,2539,5415
13504,2539,11340
8588,2540,5862
8588,2540,11645
12629,2541,6791
12380,2542,16930
12380,2542,21018
12380,2542,23792
5756,2543,6949
5756,2543,26933
9183,2544,17758
5249,2545,15810
10515,2546,17291
10515,2546,17437
13083,2547,22888
9710,2548,5408
9006,2549,8837
9006,2549,10434
4740,2550,14
4740,2550,19096
4283,2551,18045
4283,2551,28102
3905,2552,31
3905,2552,8801
8857,2553,28585
541,2554,7867
6431,2556,17650
4940,2557,141
1847,2558,2595
6023,2559,22834
8004,2560,17190
8004,2560,18919
3448,2561,14847
3448,2561,25022
3448,2561,25554
10909,2562,4687
10909,2562,28002
13797,2564,17763
2252,2565,2440
2252,2565,19758
2252,2565,27827
3979,2566,14115
3979,2566,16129
4763,2567,13504
4763,2567,23323
9534,2568,8425
9534,2568,21794
990,2569,7927
990,2569,15402
10116,2570,26302
11264,2571,23544
5920,2572,13565
7901,2573,13573
9011,2574,18967
12395,2575,15516
12395,2575,25002
4484,2576,2005
4484,2576,6163
5325,2577,17445
5325,2577,26548
15285,2578,8121
9739,2579,15835
10504,2580,3763
10504,2580,16074
10504,2580,25028
15509,2582,16205
15509,2582,21207
15509,2582,25809
13277,2583,37
13277,2583,1257
3120,2584,16801
3120,2584,24495
3386,2585,14957
3386,2585,27996
15843,2586,24145
15843,2586,24461
1318,2587,28083
1318,2587,28436
11191,2588,17742
11191,2588,23946
7598,2589,21726
2969,2590,19490
2969,2590,24579
7227,2592,4916
7227,2592,28953
510,2593,10902
510,2593,20614
510,2593,25019
9380,2594,8661
9380,2594,15844
9380,2594,16989
5527,2595,1927
3373,2596,5288
3373,2596,26039
3471,2597,8336
1107,2598,5625
1107,2598,7387
13049,2599,11572
13049,2599,19156
12020,2600,2163
12020,2600,24557
14798,2601,9316
13446,2602,8537
13446,2602,11954
13446,2602,17043
13444,2603,8492
13444,2603,9061
3736,2604,5130
3736,2604,20669
10202,2605,12035
10202,2605,19393
12540,2606,5481
12540,2606,24875
6788,2608,15103
9517,2609,3528
9517,2609,18814
3948,2610,6406
3948,2610,16910
7070,2611,26907
8812,2613,15528
13618,2614,7177
13618,2614,7569
13618,2614,23108
12019,2615,11193
12019,2615,22792
3394,2616,1059
4542,2617,13358
15688,2619,7957
15688,2619,18024
2318,2620,12188
2318,2620,18012
4848,2621,880
4848,2621,12810
4848,2621,27184
7175,2622,29407
12965,2623,9395
2042,2624,22457
266,2625,1722
16174,2626,96
16174,2626,15762
6479,2627,2974
6479,2627,10935
13570,2628,7004
13570,2628,24564
7625,2629,19183
13780,2630,17150
10137,2631,10783
10137,2631,18960
2378,2632,8760
2378,2632,21044
2378,2632,28245
455,2633,18304
11857,2634,18585
7013,2635,3480
7013,2635,26793
3674,2636,9685
1500,2637,29345
10261,2638,25402
10261,2638,26732
6118,2639,21543
16004,2640,10764
4949,2641,18145
4867,2642,16350
15543,2643,2659
15543,2643,20017
14283,2644,8300
14283,2644,19461
9937,2645,9
9937,2645,1275
9937,2645,18371
1175,2646,7837
1175,2646,13247
5557,2647,8198
5557,2647,19163
12762,2648,2953
12762,2648,25705
11525,2649,799
11525,2649,14121
14604,2650,10207
14604,2650,24365
137,2651,1724
137,2651,25160
1480,2652,8878
1480,2652,27697
8182,2653,5984
13660,2654,2301
13660,2654,24085
8215,2655,3245
8215,2655,26709
9329,2657,8710
4002,2658,2552
4810,2659,11840
4810,2659,25240
4810,2659,25530
13943,2660,1613
13943,2660,4024
6174,2661,4760
14842,2662,24489
4045,2663,4933
4045,2663,20049
10547,2664,3028
10547,2664,10776
15957,2665,10088
15957,2665,14714
5795,2666,10522
5795,2666,11929
6666,2667,4637
6666,2667,19540
14336,2668,12284
14336,2668,23774
6977,2670,6195
6977,2670,14801
80,2671,2592
80,2671,3216
6703,2672,9901
415,2673,1536
415,2673,7471
15806,2674,3803
4316,2675,27032
3675,2676,8054
3675,2676,12185
5456,2677,15214
5456,2677,16463
3845,2678,4278
3845,2678,24279
10661,2679,7043
1236,2681,22950
1236,2681,27275
3223,2683,23181
16166,2684,19219
16166,2684,21715
12242,2685,21749
12242,2685,29146
9782,2687,22961
13187,2688,5563
13187,2688,7676
11231,2689,29171
606,2690,24429
606,2690,24983
9349,2691,23002
11989,2692,6300
2249,2693,20619
11340,2694,2863
4336,2695,26372
6742,2696,5684
10825,2697,9254
7794,2698,7452
7794,2698,28082
6054,2699,18441
6054,2699,26609
8158,2700,6395
8158,2700,9150
7012,2701,20578
6684,2702,8053
6684,2702,10119
9151,2703,7603
9151,2703,8769
15218,2704,2246
14713,2705,8844
14713,2705,25944
13593,2706,28317
3523,2707,5078
2043,2708,14655
2043,2708,18353
6710,2709,15763
6710,2709,19289
6710,2709,25027
15456,2710,2199
15456,2710,27108
1259,2711,14729
1259,2711,23284
534,2712,9203
534,2712,12767
1117,2713,8166
14043,2714,10798
14043,2714,17748
9088,2715,15537
9088,2715,27891
6346,2716,16435
11789,2717,12610
11789,2717,24877
11789,2717,26885
4027,2718,20289
5281,2719,14740
5281,2719,25630
614,2720,21011
12404,2721,7326
12404,2721,25746
15429,2722,8482
15429,2722,27684
7843,2723,800
9920,2724,17490
9920,2724,29338
9965,2725,9076
9965,2725,17765
9965,2725,19039
2965,2727,10901
2965,2727,22625
6688,2728,6372
6688,2728,16502
6688,2728,29447
5742,2729,7953
5742,2729,24258
5742,2729,26966
11209,2730,6092
4499,2731,6823
4499,2731,26963
5315,2732,2134
5315,2732,15027
3348,2735,24462
3348,2735,29281
15570,2736,24316
3819,2737,11861
3819,2737,25495
1385,2738,14311
13029,2739,2634
13029,2739,19590
13029,2739,29441
12750,2740,4288
12750,2740,18438
11490,2741,8226
11490,2741,9735
6785,2742,9921
6785,2742,19370
1403,2743,6118
1403,2743,22990
713,2744,25145
713,2744,27052
1320,2746,7567
1320,2746,13561
1320,2746,26057
737,2747,999
1751,2749,6123
7791,2750,12431
11640,2751,16267
11640,2751,18551
1573,2753,8263
1573,2753,15082
1573,2753,23413
2628,2754,21977
2839,2755,16775
4124,2756,25892
11699,2757,12917
11699,2757,16444
3673,2758,13478
3673,2758,17774
9537,2759,24556
9537,2759,29194
5366,2760,10853
5366,2760,24511
9638,2761,12998
9638,2761,18148
11311,2763,8120
11311,2763,29278
11279,2764,20069
13717,2766,713
8341,2767,8931
11588,2768,8243
11588,2768,17922
655,2769,1671
911,2770,15317
911,2770,20889
6753,2771,15923
6753,2771,27085
7455,2772,7112
16147,2773,366
1585,2774,1821
1585,2774,24731
711,2776,372
711,2776,8173
711,2776,20925
747,2777,14686
747,2777,20713
747,2777,23655
5310,2778,12990
2948,2779,9538
2948,2779,9583
15937,2780,12683
9492,2781,22733
9492,2781,26596
2166,2783,17005
8833,2784,3077
209,2785,566
209,2785,5619
209,2785,7864
2296,2786,16373
381,2787,24992
381,2787,28219
10066,2788,12430
10066,2788,23848
10416,2789,3154
10416,2789,28691
597,2790,3033
4601,2791,329
4601,2791,461
1406,2792,6882
13587,2793,24683
13587,2793,25110
9346,2794,17361
4608,2795,692
4608,2795,3692
8329,2796,7094
8329,2796,9407
8329,2796,20734
1228,2797,15282
1228,2797,23243
9564,2798,4006
9071,2799,25948
5727,2800,25329
5727,2800,26338
14178,2802,4981
7697,2803,16340
7697,2803,23902
14115,2804,7815
7771,2805,10265
6416,2806,14663
6416,2806,18170
13467,2807,1482
9420,2808,5203
9420,2808,9293
15135,2809,16046
15135,2809,20807
8380,2810,27483
2986,2811,3286
3567,2812,14653
3567,2812,27692
10765,2814,26497
1613,2815,1203
1613,2815,1486
2687,2816,22281
14186,2817,24280
4897,2818,243
4897,2818,20025
4897,2818,22224
12845,2819,14778
12845,2819,26139
9871,2820,16594
9871,2820,17908
15863,2821,27243
14932,2822,2400
14932,2822,6789
14932,2822,12193
7009,2823,5026
7009,2823,14489
13558,2824,12278
13558,2824,21709
11129,2825,2651
12283,2826,3918
12283,2826,4710
12663,2827,7456
12663,2827,23747
12390,2828,1352
12390,2828,13329
1263,2829,2209
1263,2829,29213
4228,2830,6479
4228,2830,15346
15259,2831,2117
10815,2832,12150
10815,2832,21110
9764,2833,14930
9764,2833,17502
12263,2834,10666
12263,2834,19621
15790,2835,6936
15790,2835,16179
3611,2836,11659
3611,2836,14544
13025,2837,4947
13025,2837,27564
15134,2838,14192
133,2840,7066
9245,2841,12786
9245,2841,24634
11250,2842,6808
11250,2842,14333
11250,2842,21871
7858,2843,4348
7858,2843,28368
2790,2844,3971
2728,2845,3024
8903,2846,17878
14908,2847,3560
3083,2848,11814
3083,2848,28233
7694,2849,26806
5671,2850,15080
5671,2850,25982
7586,2851,4973
7586,2851,18867
5141,2852,11537
5141,2852,25162
8841,2853,5369
3078,2854,14244
6539,2855,20270
6365,2856,11725
6365,2856,17528
6365,2856,25720
5082,2857,12322
5082,2857,17799
7503,2858,2740
7503,2858,25821
8357,2859,307
8357,2859,8867
3165,2860,1868
3165,2860,19677
5644,2861,12701
2452,2862,10877
14800,2863,4945
14800,2863,28914
1686,2864,762
1686,2864,26235
14346,2865,8642
14346,2865,15924
9020,2866,231
9020,2866,9019
3553,2867,11978
3553,2867,22789
6557,2868,24883
12795,2869,16357
12795,2869,29098
5012,2870,5358
5012,2870,13192
4302,2871,982
4302,2871,24022
2159,2872,8620
2159,2872,25206
9968,2873,11371
9968,2873,19850
14430,2874,9082
6487,2875,12024
6487,2875,12152
5393,2876,14823
15549,2877,6602
15549,2877,18409
13331,2878,11016
13331,2878,19028
11854,2879,6199
11854,2879,6614
11854,2879,25728
13143,2880,15953
13863,2881,1154
13863,2881,2105
1550,2882,18275
15660,2883,10341
15660,2883,27636
3443,2884,23586
3443,2884,24413
11208,2885,11066
11208,2885,12651
7929,2886,17230
7929,2886,29190
12696,2887,3187
12696,2887,16429
12696,2887,17035
15715,2888,8498
15715,2888,9218
15715,2888,17551
13329,2889,11510
12398,2890,13062
12398,2890,23196
14595,2891,11590
14563,2892,29296
2818,2893,24923
15146,2894,1190
16197,2895,13995
16197,2895,18848
7463,2896,17126
7463,2896,23180
10730,2897,20454
962,2898,22209
11686,2899,7704
11686,2899,9709
14926,2900,456
999,2901,8297
12797,2902,16523
12797,2902,16542
12797,2902,21633
14318,2903,18470
5680,2904,92
5680,2904,28595
13918,2905,8146
7534,2906,22181
7534,2906,26130
11911,2907,4479
11911,2907,16999
11911,2907,24124
6488,2908,17041
1757,2909,16954
1757,2909,19443
15085,2910,23076
4215,2911,22543
13002,2912,1003
13736,2913,8219
13736,2913,19198
12497,2914,26114
3180,2915,2238
954,2916,25801
15962,2917,6807
15962,2917,26190
15463,2918,10435
15463,2918,10904
12742,2919,27987
7700,2920,849
7700,2920,22951
5201,2921,3055
10999,2922,15048
10999,2922,15628
9206,2923,8885
9206,2923,13493
12337,2924,26129
1655,2925,15101
8216,2926,3095
8216,2926,15476
3777,2927,21000
3777,2927,27020
6604,2928,1290
6604,2928,11809
12122,2929,13467
12122,2929,23174
5633,2930,943
5633,2930,9881
5633,2930,14908
16215,2931,17690
14270,2932,12881
3627,2933,4379
4669,2934,14125
4669,2934,16100
889,2935,16770
13122,2936,8356
13122,2936,9020
13122,2936,11465
12278,2937,9827
6135,2938,14816
6135,2938,29189
6952,2939,19988
3947,2940,4429
3947,2940,24868
8193,2941,4822
8193,2941,11558
6056,2942,20866
6056,2942,27080
3189,2943,5
3189,2943,3389
3189,2943,19474
231,2944,16401
1609,2945,4448
1609,2945,28260
7521,2946,20729
7521,2946,21198
6017,2947,8992
14000,2948,1229
14000,2948,13164
7949,2949,1688
7949,2949,22847
6084,2950,6481
4064,2951,23333
12997,2952,10189
12997,2952,20646
14887,2953,5375
11801,2954,4542
2578,2955,853
2578,2955,4385
2578,2955,13857
16224,2956,14105
2875,2957,24277
13410,2958,12202
13410,2958,27319
10500,2959,8677
10500,2959,10726
11747,2960,14539
8420,2961,26272
8420,2961,26982
1877,2962,8694
1877,2962,13173
1877,2962,29068
7710,2963,26737
10878,2964,7722
10878,2964,23295
10878,2964,27822
15035,2965,6201
15035,2965,11238
15035,2965,26289
3067,2966,9193
10396,2967,17705
10396,2967,28941
16038,2968,23599
648,2969,5505
14065,2970,20972
14065,2970,22656
14065,2970,26693
16164,2972,4337
16164,2972,25373
16164,2972,29262
1633,2973,10887
97,2974,2460
1898,2975,3871
1898,2975,21368
9573,2977,12537
9573,2977,27100
11064,2978,1095
11064,2978,8374
1365,2980,2299
1365,2980,24037
12675,2981,18130
12675,2981,20470
122,2982,5395
122,2982,8400
4658,2983,2639
4658,2983,8526
11165,2984,22591
10709,2985,17414
10709,2985,25020
10709,2985,26594
5846,2986,5074
5846,2986,9216
5846,2986,21330
8256,2987,17787
1741,2988,4262
1741,2988,27174
3918,2989,135
3918,2989,2357
3918,2989,14188
11172,2990,15611
497,2991,23139
497,2991,25236
10912,2992,24079
10912,2992,24732
7957,2993,7546
357,2994,23242
2197,2995,7195
2197,2995,11930
13271,2996,7645
13271,2996,24376
6322,2997,13404
2767,2998,6332
2767,2998,10642
14706,2999,19877
14706,2999,25674
5573,3000,6212
5573,3000,24629
13495,3001,3194
4100,3002,9387
4100,3002,25406
10748,3003,11490
10748,3003,12290
11638,3004,420
11638,3004,28173
7199,3005,7073
7199,3005,19339
5178,3006,21396
5178,3006,23455
15824,3007,8211
15824,3007,23151
5628,3008,28109
9152,3009,18114
1961,3010,19040
1961,3010,19976
15874,3011,23869
15681,3012,25551
3289,3013,11422
3289,3013,26786
2212,3014,22479
2212,3014,22840
11459,3015,16013
11459,3015,16277
7100,3017,27337
7100,3017,28556
6164,3019,10129
6164,3019,12134
6164,3019,24283
7757,3020,7405
7757,3020,10378
10128,3021,19470
10128,3021,25789
7168,3022,2847
7168,3022,14568
5186,3023,331
5186,3023,1258
5186,3023,5493
7031,3025,17611
740,3026,13935
14143,3027,4016
14143,3027,4730
14143,3027,14058
9024,3029,4644
9024,3029,12656
4875,3030,8371
6079,3031,4659
6079,3031,10550
12814,3032,7224
12814,3032,18545
1474,3033,16261
1474,3033,18589
1474,3033,26890
10014,3034,23003
10014,3034,27206
5294,3035,9114
1366,3036,18582
1366,3036,22044
998,3037,8841
998,3037,17368
15445,3038,7327
5299,3039,947
5299,3039,20665
3252,3040,4493
14082,3041,17115
14082,3041,24635
2154,3042,21309
2154,3042,22204
14443,3043,2937
14443,3043,7784
11631,3044,17610
4480,3045,1674
4480,3045,3008
1327,3046,2589
1327,3046,16412
1327,3046,18423
10448,3047,26368
12023,3048,12001
12023,3048,28881
11842,3050,61
11842,3050,12130
11842,3050,12385
11355,3052,3499
2761,3053,5210
2761,3053,16272
6887,3054,7076
12182,3055,10167
4321,3056,3199
10625,3057,23701
10625,3057,24840
14871,3058,6095
2221,3059,55
2221,3059,8069
685,3060,7929
685,3060,26876
2298,3061,490
2298,3061,2938
1813,3062,26481
1813,3062,27991
15977,3063,10213
3889,3064,4475
3889,3064,8670
3889,3064,20915
7023,3067,19236
4920,3068,8777
4920,3068,13870
2375,3069,9190
15561,3070,5884
15561,3070,29259
1666,3071,2615
10514,3072,15568
11050,3073,3772
2544,3074,124
2544,3074,12119
2845,3075,11970
15477,3076,5139
15477,3076,16467
10797,3077,25463
15773,3078,1484
3466,3079,5260
3466,3079,17421
4416,3080,806
4416,3080,28984
5469,3081,740
8668,3082,26965
6602,3084,8836
13546,3085,17030
13546,3085,24080
557,3086,18092
1897,3087,222
1897,3087,27796
5039,3088,12933
5039,3088,20521
5039,3088,20720
1313,3089,15396
15312,3090,4293
15312,3090,29424
12109,3091,28186
1685,3092,3557
1685,3092,11895
6281,3093,16170
6281,3093,27662
4831,3094,2688
4831,3094,8179
3158,3095,4845
3158,3095,12545
12202,3096,2055
12202,3096,6253
12402,3097,265
12402,3097,25030
11605,3098,7119
11605,3098,28440
13044,3099,893
13044,3099,4762
1206,3100,4939
1206,3100,25073
3416,3101,24926
11032,3102,28896
9196,3103,7184
9196,3103,22723
14781,3104,22097
1786,3105,10389
14928,3106,19395
13052,3107,19433
9032,3108,20181
9032,3108,20749
12074,3109,4724
16088,3111,1164
16088,3111,7088
1849,3112,911
1849,3112,12538
2264,3113,30
2264,3113,10320
2264,3113,23220
13867,3114,28741
7106,3116,4874
2700,3117,2427
2700,3117,23324
7496,3118,3987
7496,3118,9397
15989,3119,1015
15989,3119,15662
7421,3120,22589
7421,3120,25981
2021,3121,2200
2021,3121,11437
2021,3121,17554
2575,3123,2248
2575,3123,11071
15048,3124,21519
4694,3125,1507
4694,3125,13457
849,3126,8375
849,3126,11618
8480,3127,18443
8480,3127,27451
12859,3128,28548
8409,3129,10025
8409,3129,18562
3703,3130,20678
2495,3131,8682
2495,3131,15884
15099,3132,794
15099,3132,22747
13487,3133,1105
852,3134,11685
1268,3135,2438
1268,3135,27305
8978,3136,13097
12586,3137,13157
12586,3137,23407
1699,3138,4697
1699,3138,6756
3554,3140,5320
3554,3140,14041
3554,3140,14155
5089,3141,6451
5089,3141,21488
9729,3142,8520
9754,3143,15480
13612,3144,12263
13612,3144,17929
3034,3145,8340
3034,3145,20427
11054,3146,16898
11054,3146,17333
11248,3147,4198
11248,3147,29201
9811,3148,5292
9811,3148,13341
4630,3149,7700
4630,3149,26930
276,3152,10429
276,3152,13094
4602,3153,19550
4602,3153,24675
12665,3154,19460
6047,3155,6532
6047,3155,13025
6047,3155,24029
13407,3156,15937
13407,3156,25842
9019,3157,8119
9019,3157,9828
4998,3158,23545
4998,3158,26648
7742,3159,3749
7742,3159,4592
7742,3159,14520
8765,3160,10520
8765,3160,21372
8765,3160,22749
3851,3161,10358
3851,3161,12694
3540,3162,7877
3540,3162,20532
5362,3163,523
5362,3163,10628
13624,3164,942
13624,3164,19299
3697,3165,4964
3697,3165,12962
4888,3166,5257
4888,3166,11812
10316,3167,4558
2574,3168,10147
2574,3168,12604
15359,3171,6350
15359,3171,13813
1381,3172,23009
1381,3172,29434
9216,3173,14146
9693,3174,28055
13758,3175,27449
9000,3176,2670
9000,3176,20031
9000,3176,22804
4016,3177,87
4016,3177,15498
11300,3178,273
11300,3178,17466
10167,3180,1968
10167,3180,26496
11850,3181,18590
9471,3182,5384
9471,3182,12662
9471,3182,16507
5062,3183,7661
12688,3184,22968
13252,3185,15493
15675,3186,15577
15675,3186,26612
4884,3187,14219
4884,3187,25188
4970,3188,3595
4970,3188,8517
2727,3189,12920
2727,3189,19631
2057,3190,7893
2057,3190,24520
2057,3190,25977
14861,3191,1969
14861,3191,15244
7036,3192,12669
7036,3192,27401
13327,3193,2619
10605,3194,5698
10233,3195,13066
10233,3195,28991
13906,3196,8574
13906,3196,13709
10049,3197,4553
10049,3197,19917
7937,3198,11530
7937,3198,19401
525,3199,7433
525,3199,11211
12091,3200,749
12091,3200,13577
11866,3201,12906
11866,3201,17151
14890,3202,5689
14890,3202,11925
14890,3202,17590
5987,3203,3158
5987,3203,27144
14224,3204,21782
12607,3205,13044
12456,3206,24275
13147,3207,14142
1434,3208,7818
1434,3208,15444
13967,3209,18021
13967,3209,28206
9057,3210,8269
9057,3210,29081
3048,3211,15512
3048,3211,28651
5669,3213,11379
5669,3213,20756
6101,3214,21143
6101,3214,27881
9250,3215,25562
11656,3216,15812
11656,3216,22640
15137,3217,2902
15137,3217,15314
13273,3218,3680
13273,3218,21081
15931,3219,13312
15931,3219,23069
3624,3220,18811
2408,3221,11972
16155,3222,15144
4591,3223,4709
4591,3223,7846
3314,3224,5830
3314,3224,24128
2448,3225,7103
2448,3225,27972
7725,3226,4756
7725,3226,12511
14464,3227,28045
5969,3228,18947
13766,3229,3000
13766,3229,10694
13766,3229,21813
9506,3230,10652
9506,3230,17544
10364,3231,6230
6120,3232,261
6120,3232,16639
6120,3232,25410
10948,3233,2256
10948,3233,15448
13445,3234,969
13445,3234,19372
13445,3234,27315
11232,3235,5986
8055,3236,17637
3304,3237,26176
12937,3238,20797
12937,3238,26194
4249,3239,21766
288,3240,10385
288,3240,23121
9539,3241,13914
9539,3241,23231
10534,3242,10388
10534,3242,19353
10692,3243,7890
10692,3243,17075
7979,3244,10015
7979,3244,13681
7979,3244,16407
7034,3245,21401
14957,3246,15108
14957,3246,20754
11126,3247,1132
11126,3247,5649
11308,3248,11506
12146,3249,22520
12146,3249,28223
1662,3250,6381
1662,3250,9549
1662,3250,18774
4967,3251,3787
4967,3251,17956
4427,3252,8787
4427,3252,14907
7365,3253,14061
3989,3254,15263
3989,3254,18624
13887,3255,1421
13887,3255,20793
11336,3256,18648
11336,3256,20337
1149,3257,19496
1149,3257,28166
1451,3258,7743
1451,3258,27846
11381,3259,10826
13175,3260,10762
13175,3260,16188
2215,3261,7440
2215,3261,13009
2215,3261,19954
49,3262,4784
49,3262,7034
49,3262,21950
2815,3263,1754
2815,3263,4632
8196,3264,13833
8196,3264,16867
3469,3265,4930
2849,3266,15708
2849,3266,22187
14820,3268,15015
14820,3268,23143
9187,3269,14677
2570,3270,22769
4469,3271,1994
7062,3272,8708
7062,3272,24718
7062,3272,25531
3839,3273,10689
3839,3273,12251
6888,3274,6184
6888,3274,22932
9751,3275,18087
9751,3275,22173
8313,3276,5972
8313,3276,25305
10443,3278,1086
10443,3278,1233
16070,3279,17823
13229,3280,28403
3235,3281,13769
3235,3281,24211
2929,3282,11162
2929,3282,21866
14721,3283,22629
6055,3284,10191
6055,3284,15976
3076,3285,14300
3076,3285,28660
14614,3286,12994
14614,3286,18530
15448,3287,5244
15448,3287,17309
8907,3288,1242
8907,3288,12735
877,3289,2351
877,3289,15489
10285,3290,12834
10285,3290,24006
6438,3291,5290
6438,3291,17659
12581,3292,13655
893,3293,8812
3018,3294,11678
3018,3294,27003
11176,3295,9485
11176,3295,18665
15663,3296,14579
15663,3296,18746
8177,3297,4189
8177,3297,25537
1208,3298,13111
15486,3299,13720
7440,3300,12335
7440,3300,19682
1845,3301,21295
8837,3302,1373
8837,3302,18357
13303,3303,748
13303,3303,6219
6273,3304,5227
6273,3304,9987
10997,3305,11109
10997,3305,17407
1025,3306,7282
1025,3306,8872
583,3307,18966
15365,3308,4586
6128,3309,3671
4993,3310,23909
4993,3310,24823
1383,3311,10511
1383,3311,22912
12709,3312,17781
12709,3312,24328
1634,3313,6392
1634,3313,19554
1634,3313,28355
1631,3314,4190
1631,3314,5927
1631,3314,23491
7258,3315,8392
7258,3315,26321
1899,3316,110
1899,3316,18603
7898,3317,11030
9547,3318,12230
9547,3318,16395
2728,3319,7608
15845,3320,13021
15845,3320,29078
12542,3321,3553
12542,3321,27516
1516,3322,1494
1516,3322,23224
6896,3323,20503
8404,3325,20187
795,3326,2458
795,3326,14942
795,3326,26217
3336,3327,21113
3982,3328,1857
3982,3328,27637
15487,3329,5050
15487,3329,10090
15487,3329,11671
5885,3330,19740
5885,3330,27989
6191,3332,5565
6191,3332,14289
5646,3333,2165
5646,3333,3462
5646,3333,20801
1088,3334,24548
6850,3335,18430
5212,3336,9435
15882,3337,10396
15882,3337,12171
66,3338,3257
5936,3339,26118
1735,3340,3321
1735,3340,18838
1735,3340,20220
12235,3341,22020
12235,3341,23442
12235,3341,28937
14438,3342,7086
12560,3343,108
12560,3343,26599
3245,3344,18993
3245,3344,20346
