acct_id_new,gender,city,state,zip,ethnicity
4358,F,North Wilkesboro,NC,28659,0
4359,M,Morganton,NC,28655,0
4360,M,Morganton,NC,28655,1
4361,F,Roaring River,NC,28669,0
4362,F,Mooresboro,NC,28114,0
4363,F,Forest City,NC,28043,1
4364,F,Millers Creek,NC,28651,2
4365,F,Marion,NC,28752,0
4366,F,Wilkesboro28,NC,28697,1
4367,M,Henrietta,NC,28076,0
4368,F,Rutherfordton,NC,28139,0
4369,F,Morganton,NC,28690,0
4370,F,Morganton,NC,28655,0
4371,F,Bostic,NC,28018,0
4372,F,Valdese,NC,28690,0
4373,F,Rutherfordton,NC,28139,0
4374,M,Sparta,NC,28675,2
4375,M,Mooresboro,NC,28114,0
4376,M,Spindale,NC,28160,0
4377,M,Robbinsville,NC,28771,0
4378,M,Connelly Springs,NC,28612,0
4379,F,Ellenboro,NC,28040,0
4380,F,North Wilkesboro,NC,28659,1
4381,M,Bryson City ,NC,28713,0
4382,M,Morganton,NC,28655,0
4383,M,Millers Creek,NC,28651,0
4384,F,Millers Creek,NC,28651,2
4385,F,Morganton,NC,28655,0
4386,F,Ellenboro,NC,28018,0
4387,F,Wilkesboro,NC,28697,0
4388,F,Boone,NC,28607,0
4389,NULL,NULL,NULL,NULL,NULL
4390,M,West Jefferson,NC,28694,0
4391,M,Hays,NC,28635,2
4392,F,Leicester,NC,28748,1
4393,F,Rutherfordton,NC,28139,1
4394,M,Forest City,NC,28043,1
4395,M,Morganton,NC,28655,0
4396,NULL,NULL,NULL,NULL,NULL
4397,M,Forest City,NC,28043,1
4398,NULL,NULL,NULL,NULL,NULL
4399,M,Bryson City,NC,28713,0
4400,F,Ellenboro,NC,28040,0
4401,NULL,NULL,NULL,NULL,NULL
4402,M,Morganton,NC,28655,0
4403,F,Ellenboro,NC,28040,0
4404,M,Connelly Springs,NC,28612,0
4405,M,Rutherfordton,NC,28139,0
4406,F,Forest City,NC,28043,0
4407,F,Spindale,NC,28160,0
4408,NULL,NULL,NULL,NULL,NULL
4409,F,Lansing,NC,28643,0
4410,M,Morganton,NC,28655,0
4411,F,Rutherfordton,NC,28139,0
4412,F,Wilkesboro,NC,28697,0
4413,M,Forest City,NC,28043,1
4414,M,Bryson City,NC,28713,0
4415,M,Elkin,NC,28621,0
4416,M,Hayesville,NC,28904,0
4417,M,Forest City,NC,28043,0
4418,M,Burnsville,NC,28714,0
4419,NULL,NULL,NULL,NULL,NULL
4420,F,Nebo,NC,28761,1
4421,F,Forest City,NC,28043,0
4422,M,Laurel Springs,NC,28644,1
4423,F,Forest City,NC,28043,0
4424,F,Valdese,NC,28690,0
4425,F,Ellenboro,NC,28040,0
4426,F,Morganton,NC,28655,0
4427,M,Forest City,NC,28043,0
4428,F,Rutherfordton,NC,28139,0
4429,M,Rutherfordton,NC,28139,0
4430,F,Forest City,NC,28043,1
4431,F,Sparta,NC,28675,0
4432,M,Forest City,NC,28043,0
4433,M,Traphill,NC,28685,0
4434,NULL,NULL,NULL,NULL,NULL
4435,M,Ellenboro,NC,28040,0
4436,M,Mars Hill,NC,28754,0
4437,M,Union Mills,NC,28167,0
4438,M,Forest City,NC,28043,0
4439,M,Purlear,NC,28665,0
4440,M,North Wilkesboro,NC,28659,0
4441,F,Ellenboro,NC,28040,0
4442,M,Elkin,NC,28621,0
4443,NULL,NULL,NULL,NULL,NULL
4444,M,Mars Hill,NC,28754,0
4445,M,Vilas,NC,28692,0
4446,F,State Road,NC,28676,0
4447,F,Morganton,NC,28655,0
4448,M,Zionville,NC,28698,0
4449,F,Morganton,NC,28655,0
4450,F,North Wilkesboro,NC,28659,2
4451,M,Forest City,NC,28043,0
4452,F,North Wilkesboro,NC,28659,0
4453,F,Hildebran,NC,28637,0
4454,F,Wilkesboro,NC,28697,0
4455,F,Drexel,NC,28619,0
4456,F,Rutherfordton,NC,28139,0
4457,F,Rutherfordton,NC,28139,0
4458,F,Marshall,NC,28753,0
4459,M,Robbinsville,NC,28771,0
4460,F,Connelly Springs,NC,28612,0
4461,M,Purlear,NC,28665,0
4462,F,Robbinsville,NC,28771,0
4463,F,Forest City,NC,28043,0
4464,M,Union Mills,NC,28167,0
4465,M,Mooresboro,NC,28114,0
4466,F,Ennice,NC,28623,0
4467,M,Connelly Springs,NC,28612,0
4468,M,Rutherfordton,NC,28139,0
4469,NULL,NULL,NULL,NULL,NULL
4470,F,Bryson city,NC,28713,0
4471,M,Marshall,NC,28753,0
4472,F,Bryson City,NC,28713,0
4473,F,Deep Gap,NC,28618,0
4474,F,Hildebran,NC,28637,0
4475,F,Forest City,NC,28043,0
4476,M,Morganton,NC,28655,0
4477,M,Spindale,NC,28160,1
4478,M,Connelly Springs,NC,28612,0
4479,F,Lake Lure,NC,28746,0
4480,M,Todd,NC,28684,0
4481,M,Forest City,NC,28043,0
4482,M,Bostic,NC,28018,0
4483,F,Forest City,NC,28043,0
4484,M,Forest City,NC,28043,0
4485,M,Wilkesboro,NC,28697,0
4486,M,Wilkesboro,NC,28697,0
4487,F,Forest City,NC,28043,0
4488,F,Boone,NC,28607,0
4489,F,Morganton,NC,28655,0
4490,F,Valdese,NC,28690,0
4491,F,Drexel,NC,28619,0
4492,F,Marshall,NC,28753,0
4493,M,Forest City,NC,28043,0
4494,M,Morganton,NC,28655,0
4495,M,North Wilkesboro,NC,28659,0
4496,M,Forest City,NC,28043,1
4497,F,Fleetwood,NC,28626,0
4498,M,Forest City,NC,28043,0
4499,M,Icard,NC,28666,0
4500,F,Moravian Falls,NC,28654,0
4501,M,Sparta,NC,28675,0
4502,F,Wilkesboro,NC,28697,0
4503,M,Forest City,NC,28043,0
4504,F,Millers Creek,NC,28651,0
4505,M,Forest City,NC,28043,0
4506,F,Morganton,NC,28655,0
4507,M,Forest City,NC,28043,0
4508,F,Roaring River,NC,28669,0
4509,M,Valdese,NC,28690,0
4510,F,Wilkesboro,NC,28697,0
4511,M,Forest City,NC,28043,0
4512,F,Robbinsville,NC,28771,0
4513,M,Valdese,NC,28690,0
4514,M,Roaring River,NC,28669,0
4515,M,Rutherfordton,NC,28139,0
4516,M,Morganton,NC,28655,1
4517,M,Bryson City,NC,28713,0
4518,F,BURNSVILLE,NC,28714,0
4519,F,Morganton,NC,28655,0
4520,M,Hickory,NC,28601,0
4521,F,Bryson City,NC,28713,1
4522,M,Moravian Falls,NC,28654,0
4523,M,Hot Springs,NC,28743,0
4524,NULL,NULL,NULL,NULL,NULL
4525,F,Forest City,NC,28043,0
4526,M,Moravian Falls,NC,28654,0
4527,F,Boone,NC,28607,0
4528,F,North Wilkesboro,NC,28659,0
4529,F,North Wilkesboro,NC,28659,0
4530,F,Morganton,NC,28655,0
4531,M,Morganton,NC,28655,1
4532,M,Boone,NC,28607,0
4533,F,West Jefferson,NC,28694,0
4534,M,Mars Hill,NC,28754,0
4535,M,Jefferson,NC,28640,0
4536,M,Mooresboro,NC,28114,0
4537,F,Forest City,NC,28043,0
4538,M,Forest City,NC,28043,0
4539,M,Morganton,NC,28655,0
4540,M,Purlear,NC,28665,0
4541,M,Morganton,NC,28655,0
4542,M,Roaring River,NC,28669,0
4543,M,Morganton,NC,28655,0
4544,M,Morganton,NC,28655,0
4545,F,Zionville,NC,28698,0
4546,M,Jefferson,NC,28640,1
4547,M,Morganton,NC,28655,0
4548,M,North Wilkesboro,NC,28659,2
4549,M,Morganton,NC,28655,1
4550,F,Morganton,NC,28655,0
4551,F,Mars Hill,NC,28754,0
4552,F,Forest City,NC,28043,1
4553,M,Rutherfordton,NC,28139,0
4554,M,Connelly Springs,NC,28612,0
4555,F,State Road,NC,28676,0
4556,F,Morganton,NC,28655,0
4557,M,Bostic,NC,28018,0
4558,M,Millers Creek,NC,28651,0
4559,F,Jefferson,NC,28640,0
4560,F,Forest City,NC,28043,0
4561,F,Morganton,NC,28655,0
4562,NULL,NULL,NULL,NULL,NULL
4563,M,Morganton,NC,28655,1
4564,F,Rutherfordton,NC,28139,0
4565,F,Todd,NC,28684,0
4566,NULL,NULL,NULL,NULL,NULL
4567,F,Marshall,NC,28753,0
4568,M,NULL,NULL,NULL,0
4569,M,WARNE,NC,28909,1
4570,M,Morganton,NC,28655,0
4571,M,Hayesville,NC,28904,0
4572,F,Wilkesboro,NC,28697,0
4573,M,Morganton,NC,28655,0
4574,NULL,NULL,NULL,NULL,NULL
4575,M,West Jefferson,NC,28694,0
4576,F,Wilkesboro,NC,28697,2
4577,M,Sparta,NC,28675,2
4578,F,Morganton,NC,28655,0
4579,M,Mill Spring,NC,28756,0
4580,M,Forest City,NC,28043,0
4581,F,Wilkesboro,NC,28697,2
4582,F,Hildebran,NC,28637,0
4583,F,Robbinsville,NC,28771,0
4584,NULL,NULL,NULL,NULL,NULL
4585,F,Banner Elk,NC,28604,0
4586,M,Morganton,NC,28655,0
4587,M,Marshall,NC,28753,0
4588,F,Rutherfordton,NC,28139,0
4589,M,Ronda,NC,28670,2
4590,F,North Wilkesboro,NC,28659,2
4591,F,Drexel,NC,28619,0
4592,F,Forest City,NC,28043,0
4593,M,Wilkesboro,NC,28697,0
4594,M,Connelly Springs,NC,28612,0
4595,M,Ellenboro,NC,28040,0
4596,F,Elkin,NC,28621,0
4597,F,Rutherfordton,NC,28139,0
4598,M,Rutherfordton,NC,28139,0
4599,M,Robbinsville,NC,28771,0
4600,F,Forest City,NC,28043,0
4601,M,Rutherfordton,NC,28139,0
4602,F,Morganton,NC,28655,0
4603,F,Valdese,NC,28690,0
4604,M,Hayesville,NC,28904,0
4605,F,Bryson City,NC,28713,0
4606,M,Robbinsville,NC,28771,0
4607,F,West Jefferson,NC,28694,0
4608,NULL,NULL,NULL,NULL,NULL
4609,F,Morganton,NC,28655,0
4610,M,NULL,NULL,NULL,N
4611,F,Forest City,NC,28043,0
4612,F,Forest City,NC,28043,0
4613,M,Morganton,NC,28655,0
4614,M,Burnsville,NC,28714,0
4615,F,North Wilkesboro,NC,28659,0
4616,M,Morganton,NC,28655,0
4617,F,Whittier,NC,28789,0
4618,F,Valdese,NC,28690,0
4619,F,Union Mills,NC,28167,0
4620,M,Whittier,NC,28789,0
4621,F,North Wilkesboro,NC,28659,0
4622,M,Wilkesboro,NC,28697,0
4623,F,Hot Springs,NC,28743,0
4624,M,Marshall,NC,28753,0
4625,M,Marshall,NC,28753,0
4626,M,Wilkesboro,NC,28697,0
4627,M,Mars Hill,NC,28754,0
4628,M,Forest City,NC,28043,0
4629,M,Marshall,NC,28753,0
4630,F,Union Mills,NC,28167,0
4631,F,Mars Hill,NC,28754,0
4632,F,Mooresboro,NC,28114,0
4633,M,Morganton,NC,28655,0
4634,M,Connelly Springs,NC,28612,1
4635,F,Forest City,NC,28043,1
4636,NULL,NULL,NULL,NULL,NULL
4637,M,Forest City,NC,28043,0
4638,F,Jefferson,NC,28640,0
4639,M,Rutherfordton,NC,28139,0
4640,F,West Jefferson,NC,28694,0
4641,F,Ferguson,NC,28624,0
4642,NULL,NULL,NULL,NULL,NULL
4643,F,Valdese,NC,28690,0
4644,F,West Jefferson,NC,28694,0
4645,M,Connelly Springs,NC,28612,0
4646,M,Moravian Falls,NC,28654,1
4647,F,Lake Lure,NC,28746,0
4648,F,North Wilkesboro,NC,28659,2
4649,M,North Wilkesboro,NC,28659,0
4650,F,Forest City,NC,28043,0
4651,M,Forest City,NC,28043,0
4652,F,Boomer,NC,28606,0
4653,F,Robbinsville,NC,28771,0
4654,M,Elkin,NC,28621,2
4655,F,State Road,NC,28676,0
4656,M,North Wilkesboro,NC,28659,2
4657,M,North Wilkesboro,NC,28659,0
4658,F,Elkin,NC,28621,1
4659,M,Marshall,NC,28753,0
4660,F,Elkin,NC,28621,2
4661,M,Morganton,NC,28655,0
4662,M,Henrietta,NC,28076,0
4663,M,NULL,NULL,NULL,0
4664,M,Marshall,NC,28753,0
4665,F,Morganton,NC,28655,0
4666,F,Morganton,NC,28655,0
4667,NULL,NULL,NULL,NULL,NULL
4668,F,Marshall,NC,28753,0
4669,M,Jefferson,NC,28640,0
4670,F,Sugar Grove,NC,28679,0
4671,M,Wilkesboro,NC,28697,2
4672,M,Bostic,NC,28018,0
4673,F,Morganton,NC,28655,0
4674,F,Jefferson,NC,28640,0
4675,F,Connelly Springs,NC,28612,0
4676,M,Ellenboro,NC,28040,0
4677,M,Bryson City,NC,28713,0
4678,M,Sugar Grove,NC,28679,0
4679,M,Valdese,NC,28690,0
4680,M,Morganton,NC,28655,0
4681,M,Millers Creek,NC,28651,0
4682,F,West Jefferson,NC,28694,0
4683,F,Mars Hill,NC,28754,0
4684,F,Marshall,NC,28753,0
4685,M,Morganton,NC,28655,0
4686,M,Miller's Creek,NC,28651,0
4687,F,Moravian Falls,NC,28654,2
4688,M,Jefferson,NC,28640,0
4689,F,Piney Creek,NC,28663,1
4690,M,Rutherfordton,NC,28139,0
4691,M,Rutherfordton,NC,28139,0
4692,NULL,NULL,NULL,NULL,NULL
4693,F,Valdese,NC,28690,0
4694,NULL,NULL,NULL,NULL,NULL
4695,M,Morganton,NC,28655,1
4696,F,Purlear,NC,28665,0
4697,M,Sparta,NC,28675,0
4698,F,Morganton,NC,28655,1
4699,F,Forest City,NC,28043,0
4700,M,West Jefferson,NC,28694,0
4701,M,Morganton,NC,28655,0
4702,M,Cherokee,NC,28719,0
4703,F,Sparta,NC,28675,2
4704,F,Jefferson,NC,28640,0
4705,F,Bostic,NC,28018,0
4706,M,Forest City,NC,28043,0
4707,F,Connelly Springs,NC,28612,0
4708,F,Morganton,NC,28655,0
4709,F,Rutherfordton,NC,28139,0
4710,M,Forest City,NC,28043,0
4711,NULL,NULL,NULL,NULL,NULL
4712,NULL,NULL,NULL,NULL,NULL
4713,M,North Wilkesboro,NC,28659,2
4714,F,Rutherfordton,NC,28139,0
4715,F,Ronda,NC,28670,0
4716,F,Forest City,NC,28043,0
4717,NULL,NULL,NULL,NULL,NULL
4718,F,Rutherfordton,NC,28139,0
4719,M,Connelly Springs,NC,28612,0
4720,F,Caroleen,NC,28019,0
4721,M,Fleetwood,NC,28626,0
4722,F,Robbinsville,NC,28771,0
4723,M,Todd,NC,28684,0
4724,M,Valdese,NC,28690,0
4725,F,Connelly Springs,NC,28612,0
4726,F,Robbinsville,NC,28771,0
4727,M,North Wilkesboro,NC,28659,2
4728,F,Forest City,NC,28043,1
4729,F,Boone,NC,28607,0
4730,F,McGrady,NC,28649,0
4731,M,Hayesville,NC,28904,0
4732,F,Forest City,NC,28043,1
4733,M,Crumpler,NC,28617,1
4734,F,Lansing,NC,28643,0
4735,M,Rutherfordton,NC,28139,0
4736,M,Marshall,NC,28753,0
4737,NULL,NULL,NULL,NULL,NULL
4738,F,Banner Elk,NC,28604,0
4739,F,Moravian Falls,NC,28654,2
4740,M,Mooresboro,NC,28114,1
4741,M,Rutherfordton,NC,28139,0
4742,M,Marshall,NC,28753,0
4743,F,Hot Springs,NC,28743,0
4744,M,Mooresboro,NC,28114,0
4745,F,Morganton,NC,28655,0
4746,M,Cherokee,NC,28719,0
4747,M,Rutherfordton,NC,28139,0
4748,M,Marshall,NC,28753,0
4749,M,Mooresboro,NC,28114,0
4750,F,West Jefferson,NC,28694,1
4751,M,Connelly Springs,NC,28612,0
4752,NULL,NULL,NULL,NULL,NULL
4753,M,Ellenboro,NC,28040,0
4754,F,North Wilkesboro,NC,28659,2
4755,NULL,NULL,NULL,NULL,NULL
4756,F,Ellenboro,NC,28040,0
4757,M,Hickory,NC,28602,0
4758,M,Rutherfordton,NC,28139,0
4759,NULL,NULL,NULL,NULL,NULL
4760,M,Hays,NC,28635,0
4761,F,Burnsville,NC,28714,0
4762,M,Boomer,NC,28606,2
4763,F,Rutherfordton,NC,28139,0
4764,F,Hayesville,NC,28904,0
4765,M,Mars Hill,NC,28754,0
4766,F,Valdese,NC,28690,0
4767,M,Sparta,NC,28675,1
4768,NULL,NULL,NULL,NULL,NULL
4769,M,Forest City,NC,28043,0
4770,M,Cherokee,NC,28719,0
4771,F,Roaring River,NC,28669,0
4772,F,Morganton,NC,28655,0
4773,M,North Wilkesboro,NC,28659,2
4774,M,Rutherfordton,NC,28139,0
4775,M,Rutherfordton,NC,28139,0
4776,M,West Jefferson,NC,28694,1
4777,NULL,NULL,NULL,NULL,NULL
4778,F,Thurmond,NC,28683,1
4779,M,Whittier,NC,28789,0
4780,M,Zionville,NC,28698,0
4781,M,Morganton,NC,28655,0
4782,F,Morganton,NC,28655,0
4783,F,North Wilkesboro,NC,28659,2
4784,M,Mars Hill,NC,28754,0
4785,M,Laurel Springs,NC,28644,1
4786,M,Rutherfordton,NC,28139,0
4787,NULL,NULL,NULL,NULL,NULL
4788,F,Glen Alpine,NC,28628,0
4789,F,North Wilkesboro,NC,28659,1
4790,M,Mars Hill,NC,28754,0
4791,M,Connelly Springs,NC,28612,0
4792,M,Henrietta,NC,28076,0
4793,F,Drexel,NC,28619,0
4794,M,Lansing,NC,28643,0
4795,F,North Wilkesboro,NC,28659,2
4796,F,Burnsville,NC,28714,0
4797,F,North Wilkesboro,NC,28659,0
4798,F,Bryson City,NC,28713,0
4799,M,Morganton,NC,28655,0
4800,M,Marshall,NC,28753,0
4801,F,Elkin,NC,28621,0
4802,F,Wilkesboro,NC,28697,0
4803,M,Marshall,NC,28753,0
4804,M,Jefferson,NC,28640,0
4805,F,Forest City,NC,28043,0
4806,F,Forest City,NC,28043,0
4807,F,Forest City,NC,28043,0
4808,M,North Wilkesboro,NC,28659,1
4809,M,Rutherfordton,NC,28139,0
4810,F,Todd,NC,28684,0
4811,F,Mooresboro,NC,28114,0
4812,NULL,NULL,NULL,NULL,NULL
4813,M,Morganton,NC,28655,0
4814,F,Robbinsville,NC,28771,0
4815,F,North Wilkesboro,NC,28659,0
4816,F,Vilas,NC,28692,0
4817,M,Rutherfordton,NC,28139,0
4818,F,Mooresboro,NC,28114,0
4819,F,Millers Creek,NC,28651,2
4820,M,Morganton,NC,28655,0
4821,M,Spindale,NC,28160,0
4822,F,Whittier,NC,28789,0
4823,F,Morganton,NC,28655,0
4824,F,Morganton,NC,28655,0
4825,M,Rutherfordton,NC,28139,0
4826,M,Mooresboro,NC,28114,0
4827,M,Bostic,NC,28018,0
4828,F,Hot Springs,NC,28743,0
4829,F,North Wilkesboro,NC,28659,0
4830,F,Mooresboro,NC,28114,0
4831,F,Jefferson,NC,28640,0
4832,F,Mooresboro,NC,28114,0
4833,M,Morganton,NC,28680,0
4834,M,Wilkesboro,NC,28697,0
4835,M,Mooresboro,NC,28114,0
4836,M,Bryson City,NC,28713,0
4837,M,Robbinsville,NC,28771,0
4838,F,Henrietta,NC,28076,1
4839,F,Rutherfordton,NC,28139,0
4840,F,Cherokee,NC,28719,0
4841,NULL,NULL,NULL,NULL,NULL
4842,M,Ellenboro,NC,28040,1
4843,M,Forest City,NC,28043,0
4844,M,Burnsville,NC,28714,0
4845,F,Rutherfordton,NC,28139,0
4846,F,Lansing,NC,28643,1
4847,M,Valdese,NC,28690,0
4848,M,Forest City,NC,28043,0
4849,F,Morganton,NC,28655,0
4850,F,Hot Springs,NC,28743,0
4851,F,Morganton,NC,28655,0
4852,M,Roaring River,NC,28669,0
4853,F,Morganton,NC,28655,1
4854,F,Morganton,NC,28655,0
4855,M,Morganton,NC,28655,0
4856,NULL,NULL,NULL,NULL,NULL
4857,M,Bryson City,NC,28713,0
4858,M,Forest City,NC,28043,0
4859,F,Moravian Falls,NC,28654,0
4860,F,Valdese,NC,28690,0
4861,F,Micaville,NC,28755,1
4862,F,Forest City,NC,28043,0
4863,M,Banner Elk,NC,28604,0
4864,M,Robbinsville,NC,28771,1
4865,M,Bryson City,NC,28713,0
4866,F,Bryson City,NC,28713,0
4867,F,Bryson City,NC,28713,0
4868,M,Rutherfordton,NC,28139,0
4869,M,Lansing,NC,28643,0
4870,F,Rutherfordton,NC,28139,0
4871,F,Valdese,NC,28690,0
4872,NULL,NULL,NULL,NULL,NULL
4873,F,Millers Creek,NC,28651,0
4874,F,Forest City,NC,28043,0
4875,NULL,NULL,NULL,NULL,NULL
4876,F,Morganton,NC,28655,1
4877,M,Todd,NC,28684,0
4878,F,Hays,NC,28635,0
4879,F,Millers Creek,NC,28651,1
4880,F,Moravian Falls,NC,28654,0
4881,M,North Wilkesboro,NC,28659,2
4882,M,Mars Hill,NC,28754,0
4883,F,Morganton,NC,28655,0
4884,M,Hays,NC,28635,2
4885,F,Weaverville,NC,28787,0
4886,F,North Wilkesboro,NC,28659,2
4887,M,Jefferson,NC,28640,0
4888,F,Morganton ,NC,28655,0
4889,F,Valdese,NC,28690,0
4890,M,Jefferson,NC,28640,0
4891,M,Caroleen,NC,28019,0
4892,M,Hildebran,NC,28637,0
4893,NULL,NULL,NULL,NULL,NULL
4894,M,NULL,NULL,NULL,0
4895,F,Blowing Rock,NC,28605,0
4896,F,Union Mills,NC,28167,0
4897,M,Moravian Falls,NC,28654,2
4898,F,Connelly Springs,NC,28612,0
4899,M,Hays,NC,28635,2
4900,F,Wilkesboro,NC,28697,0
4901,F,Valdese,NC,28690,0
4902,F,Morganton,NC,28655,0
4903,NULL,NULL,NULL,NULL,NULL
4904,F,Forest City,NC,28043,0
4905,M,Ennice,NC,28623,1
4906,F,Morganton,NC,28655,0
4907,F,Forest City,NC,28043,0
4908,F,Boone,NC,28607,0
4909,F,Elkin,NC,28621,2
4910,F,Robbinsville,NC,28771,0
4911,F,North Wilkesboro,NC,28659,0
4912,M,Morganton,NC,28655,0
4913,M,Forest City,NC,28043,0
4914,M,Crumpler,NC,28617,0
4915,F,Spindale,NC,28160,0
4916,F,North Wilkesboro,NC,28659,2
4917,M,Rutherfordton,NC,28139,0
4918,F,North Wilkesboro,NC,28659,0
4919,F,Glen Alpine,NC,28628,0
4920,F,Morganton,NC,28655,1
4921,F,North Wilkesboro,NC,28659,2
4922,M,Vilas,NC,28692,0
4923,M,Wilkesboro,NC,28697,0
4924,F,Lake Lure,NC,28746,0
4925,F,Morganton,NC,28655,0
4926,F,Morganton,NC,28655,0
4927,M,Forest City,NC,28043,0
4928,M,Drexel,NC,28619,0
4929,M,Connelly Springs,NC,28612,0
4930,M,Sparta,NC,28675,0
4931,M,Burnsville,NC,28714,0
4932,F,Valdese,NC,28690,0
4933,M,Boone,NC,28607,0
4934,M,Crumpler,NC,28617,0
4935,M,Rutherfordton,NC,28139,0
4936,F,Robbinsville,NC,28771,0
4937,M,Rutherfordton,NC,28139,0
4938,M,West Jefferson,NC,28694,0
4939,F,Bryson City,NC,28713,0
4940,M,Forest City,NC,28040,0
4941,M,Rutherfordton,NC,28139,0
4942,M,Sparta,NC,28675,2
4943,NULL,NULL,NULL,NULL,NULL
4944,F,Forest City,NC,28043,0
4945,M,Hays,NC,28635,0
4946,M,Bryson City,NC,28713,0
4947,NULL,NULL,NULL,NULL,NULL
4948,F,Forest City,NC,28043,0
4949,M,Elkin,NC,28621,0
4950,F,Connelly Springs,NC,28612,0
4951,F,Hot Springs,NC,28743,0
4952,M,Traphill,NC,28685,0
4953,M,Ellenboro,NC,28040,0
4954,F,Wilkesboro,NC,28659,2
4955,F,Morganton,NC,28655,0
4956,F,State Road,NC,28676,0
4957,M,Millers Creek,NC,28651,0
4958,M,Roaring River,NC,28669,2
4959,F,Morganton,NC,28655,0
4960,M,Thurmond,NC,28683,2
4961,F,Morganton,NC,28655,1
4962,F,Millers Creek,NC,28651,2
4963,M,Hot Springs,NC,28743,0
4964,F,State Road,NC,28676,0
4965,M,Bostic,NC,28018,0
4966,F,Lenoir,NC,28645,0
4967,M,Connelly Springs,NC,28612,0
4968,F,Ennice,NC,28623,0
4969,F,Wilkesboro,NC,28697,0
4970,M,Crumpler,NC,28617,0
4971,F,Forest City,NC,28043,0
4972,F,Roaring River,NC,28669,0
4973,F,Cherokee,NC,28719,1
4974,M,North Wilkesboro,NC,28659,2
4975,F,North Wilkesboro,NC,28659,0
4976,F,Purlear,NC,28665,0
4977,F,Hays,NC,28635,0
4978,M,Creston,NC,28615,0
4979,M,Marshall,NC,28753,0
4980,M,Nebo,NC,28761,0
4981,M,Mooresboro,NC,28114,0
4982,F,Sparta,NC,28675,2
4983,F,Morganton,NC,28655,0
4984,F,North Wilkesboro,NC,28659,0
4985,F,Mars Hill,NC,28754,0
4986,F,Purlear,NC,28665,0
4987,M,Jefferson,NC,28640,0
4988,F,Forest City,NC,28043,0
4989,F,Ellenboro,NC,28018,0
4990,F,Mooresboro,NC,28114,0
4991,M,Forest City,NC,28043,0
4992,M,West Jefferson,NC,28694,0
4993,NULL,NULL,NULL,NULL,NULL
4994,M,North Wilkesboro,NC,28659,2
4995,F,Wilkesboro,NC,28697,0
4996,M,Elkin,NC,28621,0
4997,M,Forest City,NC,28043,0
4998,F,Marshall,NC,28753,1
4999,F,Boone,NC,28607,0
5000,F,Rutherfordton,NC,28139,0
5001,M,Ellenboro,NC,28040,0
5002,F,Forest City,NC,28043,0
5003,M,Hayesville,NC,28904,0
5004,M,Union Mills,NC,28167,0
5005,M,Connelly Springs,NC,28612,0
5006,M,Connelly Springs,NC,28612,0
5007,M,Hickory,NC,28602,0
5008,M,West Jefferson,NC,28694,0
5009,M,Hot Springs,NC,28743,0
5010,NULL,NULL,NULL,NULL,NULL
5011,F,Icard,NC,28666,0
5012,F,Cherokee,NC,28719,0
5013,NULL,NULL,NULL,NULL,NULL
5014,F,Ellenboro,NC,28040,0
5015,M,Micaville,NC,28755,1
5016,F,Rutherfordton,NC,28139,0
5017,NULL,NULL,NULL,NULL,NULL
5018,M,Rutherfordton,NC,28139,1
5019,M,Moravian Falls,NC,28654,2
5020,M,Zionville,NC,28698,0
5021,M,Ellenboro,NC,28040,0
5022,NULL,NULL,NULL,NULL,NULL
5023,M,Marshall,NC,28753,0
5024,M,Hayesville,NC,28904,0
5025,M,Bryson City,NC,28713,0
5026,F,Moravian Falls,NC,28654,0
5027,M,Morganton,NC,28655,0
5028,F,Banner Elk,NC,28604,0
5029,F,Bryson City,NC,28713,0
5030,F,Mars Hill,NC,28754,0
5031,M,Caroleen,NC,28019,0
5032,F,Hayesville,NC,28904,1
5033,F,Piney Creek,NC,28663,2
5034,F,Robbinsville,NC,28771,0
5035,F,Morganton,NC,28655,0
5036,F,Crumpler,NC,28617,2
5037,M,Morganton,NC,28655,0
5038,M,Morganton,NC,28655,0
5039,M,Forest City,NC,28043,0
5040,M,Sugar Grove,NC,28679,0
5041,F,Purlear,NC,28665,0
5042,M,Wilkesboro,NC,28697,0
5043,F,Morganton,NC,28655,0
5044,F,Cliffside,NC,28024,0
5045,F,Hayesville,NC,28904,0
5046,F,Laurel Springs,NC,28644,0
5047,F,Hayesville,NC,28904,0
5048,M,Morganton,NC,28655,0
5049,M,North Wilkesboro,NC,28659,1
5050,F,Burnsville,NC,28714,0
5051,M,Morganton,NC,28655,0
5052,M,Crumpler,NC,28617,0
5053,F,Crumpler,NC,28617,1
5054,F,Robbinsville,NC,28771,0
5055,M,North Wilkesboro,NC,28659,1
5056,M,Morganton,NC,28655,0
5057,M,Morganton,NC,28655,0
5058,F,Ellenboro,NC,28040,0
5059,F,Boone,NC,28607,0
5060,M,Robbinsville,NC,28771,0
5061,M,Morganton,NC,28655,1
5062,F,Marshall,NC,28753,0
5063,M,North Wilkesboro,NC,28659,0
5064,M,Morganton,NC,28655,0
5065,M,Forest City,NC,28043,0
5066,F,Todd,NC,28684,0
5067,M,Morganton,NC,28655,0
5068,F,Sparta,NC,28675,2
5069,F,Forest City,NC,28043,0
5070,F,Robbinsville,NC,28771,0
5071,M,Wilkesboro,NC,28697,0
5072,M,North Wilkesboro,NC,28659,0
5073,M,Hayesville,NC,28904,0
5074,F,Traphill,NC,28685,0
5075,F,Forest City,NC,28043,1
5076,M,Marshall,NC,28753,0
5077,M,Bryson City,NC,28713,0
